id	name	name_en	name_zh-CN	name_zh-TW	fullname	fullname_en	fullname_zh-CN	fullname_zh-TW	another_name	another_name_en	another_name_zh-CN	another_name_zh-TW	description	description_en	description_zh-CN	description_zh-TW	acquisition_text	acquisition_text_en	acquisition_text_zh-CN	acquisition_text_zh-TW
37502	スール	Suelle	苏瑞	蘇瑞	スール・マーレン	Suelle Malen	苏瑞・玛莲	蘇瑞‧瑪蓮	【Ranger of Rose】	Ranger of Rose	【Ranger of Rose】	【Ranger of Rose】	双子の錬金術士の妹。\n姉のリディーと共に各地を旅している。旅の最中に頂獣出現の知らせを聞きつけ、姉妹揃って真っ先に招集に応じてやって来た。\n姉に比べるとおてんばで感覚派。\n頂獣討伐においても、彼女ならではの調子と思い切りの良さで力になろうとしている。	The younger of the Twin Alchemists. She travels together with her sister, Lydie. During their travels, they learned of the Apexi threat and were the first to respond to the call to deal with it. Compared to her sister, she tends to be more reckless and acts on emotion. In the battle against the Apexi, she aims to contribute with her signature style and decisiveness.	双胞胎炼金术士中的妹妹。\n和姐姐莉迪一起在各地旅行。旅行中得知顶兽出没的消息后，姐妹两个率先响应招募，共同赶赴前线。\n和姐姐相比更加活泼，相信自己的直觉。\n她想用自己标志性的乐观和坚决为讨伐顶兽出一份力。	雙胞胎鍊金術士的妹妹。\n與姊姊莉迪一起在各地旅行。在旅途中聽到了頂獸出現的消息，姊妹兩人最先響應討伐頂獸的號召。\n和姊姊比起來，她的性格淘氣且全憑感覺行事。\n她打算在討伐頂獸的戰鬥中，以自己的獨特作風及精準的決斷力來助眾人一臂之力。	これなら負ける気がしないね！ \nどんな敵でも、あたしたちで倒しちゃおう！	With this, we can't lose! We'll defeat any enemy that stands in our way!	这下应该不会输了。\n让我们一起打倒敌人吧，不论敌人有多强！	這樣一來就不會輸了！\n無論是什麼樣的敵人，我們都一起打倒它們吧！
39901	ライザ	Ryza	莱莎	萊莎	ライザリン・シュタウト	Reisalin Stout	莱莎琳·斯托特	萊莎琳‧斯托特	【One Summer Story】	One Summer Story	【One Summer Story】	【One Summer Story】	冒険好きな錬金術士。\n魔物に襲われているレスナを助けたことがきっかけで、たびたび冒険を共にするようになる。\n自由奔放な性格で、悩むより先に行動する。正義感が強く、自分が正しいと思ったことは簡単には曲げない。	An alchemist who loves adventure.\nAfter she rescued Resna from a monster attack, they often go on adventures together. She has a free-spirited personality and usually acts before worrying. She has a strong sense of justice that does not bend easily.	热爱冒险的炼金术士。\n曾搭救遭魔物袭击的蕾斯娜并因此结识，与她共同踏上一次又一次冒险。\n性格自由奔放，行动果断，不会瞻前顾后。拥有强烈的正义感，对自己认为正确的事绝不轻易退让。	喜愛冒險的鍊金術士。\n拯救遭魔物襲擊的蕾斯娜進而結識，經常和她一同展開冒險的旅程。自由奔放的性格，猶豫再三前早已付諸行動。\n正義感極強，只要認為是正確的事情，就不會輕易改變想法。	ワクワクしてきた！\n新たなる冒険へ、いざ、しゅっぱーつ！	I'm so excited!\nOnward, to a new adventure!	我开始兴奋了！\n朝着新的冒险，出发——！	我好興奮！\n朝向新的冒險，出發～！
39902	ライザ	Ryza	莱莎	萊莎	ライザリン・シュタウト	Reisalin Stout	莱莎琳·斯托特	萊莎琳‧斯托特	【Master's Right-Hand】	Master's Right-Hand	【Master's Right-Hand】	【Master's Right-Hand】	冒険好きな錬金術士。 \nこの衣装は彼女に錬金術の教えを授けた恩師、 \nアンペル愛用の品に似せたもの。ライザはいつか彼に並び、 \nそして超えていくことを目指し、錬金術の修行を続けている。 \nこれを着ていると無性に甘いものが食べたくなる……らしい。	An alchemist who loves adventure.\nHer outfit is inspired by the one always worn by her mentor, Empel, who taught her alchemy. As she continues to train, Ryza aspires to one day match and even surpass him in skill.\nWhile wearing this outfit, she apparently has an irresistible craving for sweet things.	喜爱冒险的炼金术士。\n这身衣服是在模仿她的炼金术恩师——\n安佩尔平常的穿衣风格。莱莎正在不断进行炼金术的修行，\n她的目标是总有一天要像安佩尔一样厉害，然后超越他。\n据说只要穿上这身衣服，就会无法抗拒对甜食的渴望……	熱愛冒險的鍊金術士。\n這身打扮是模仿鍊金術的恩師──安佩爾喜愛的搭配。\n萊莎會不斷修行，是因為希望自己總有一天\n能和恩師並駕齊驅，甚至超越他。\n只要穿上這套服裝，似乎就會忍不住想吃甜食……	世界にはまだ知らないことがたくさん――<br>ワクワクが止まらないよ！	There are still so many things in the world I don't know about!<br>The excitement never ends!	世界上还有许许多多我不知道的事――<br>我兴奋得不得了！	這世界上還有許多未知的地方──<br>太令人興奮了！
39903	ライザ	Ryza	莱莎	萊莎	ライザリン・シュタウト	Reisalin Stout	莱莎琳·斯托特	萊莎琳‧斯托特	【Blooming Energy】	Blooming Energy	【Blooming Energy】	【Blooming Energy】	ランターナ学園、錬金術科の２年生。\n飾らない性格で、誰とでもすぐに仲良くなれる。\n新入生とも垣根なく接しつつ、先輩として温かく見守っている。\n実家が農家で、いつも消費に困るほどの大量の野菜が送られてくるため、何かにつけて野菜料理を振る舞おうとする。	A second-year student in the Alchemy department at Lantarna Academy. Her humble personality allows her to make friends with anyone. As a senior, she watches over the new students warmly, making sure there are no barriers between her and them. Coming from a farmer's family, she receives an excessive amount of vegetables from home, so she always tries to cook healthy dishes for everyone.	兰塔纳学园炼金术科2年级学生。\n性格直爽，和谁都能迅速成为朋友。\n和新生们的相处没有任何隔阂，作为前辈温暖地守护着他们。\n老家是务农的，总会给她寄来吃不完的蔬菜。因此只要一有机会就想制作蔬菜料理。	蘭塔納學園鍊金術科的二年級生。\n性格直率不做作，跟任何人都能很快成為朋友。\n與新生相處也沒有隔閡，經常以學姐的身分溫暖地照顧他們。由於老家是務農的，總會送來大量的蔬菜，讓她吃不完而非常苦惱。\n因此她每時每刻都在想辦法招待大家蔬菜料理。	同じ毎日なんてつまんない。\n面白いこと、一緒に探しに行こう！	Life is boring if it's the same every day. Let's go find something fun to do together!	每天都过着一样的生活真无聊。\n我们一起去找寻有趣的事吧！	每天都一成不變太無聊了。\n一起去找尋有趣的事物吧！
39904	ライザ	Ryza	莱莎	萊莎	ライザリン・シュタウト	Reisalin Stout	莱莎琳·斯托特	萊莎琳‧斯托特	【Sunlit Beach】	Sunlit Beach	【Sunlit Beach】	【Sunlit Beach】	自由奔放な錬金術士の少女。 \n好奇心旺盛な彼女は華やかな水着に身を包み、新たな夏へ飛び込んだ。 \nいつもの帽子を想起させるスカーフは、本人のこだわり。 \n太陽を反射してきらめく砂浜が、彼女の存在を引き立たせる。	A free-spirited young alchemist who is full of curiosity. She has donned a dazzling swimsuit and jumped into a fresh new summer. The headband, reminiscent of her usual hat, is her favorite little detail. The sparkling sandy beach reflecting the sun makes her outfit look even more striking!	性格自由奔放的少女炼金术士。\n这位好奇女孩身穿华丽泳装，拥抱刚刚到来的夏天。 \n披巾让人联想起她常戴的帽子，也是她本人的坚持。\n沙滩反射的太阳光，让她的身姿更加引人瞩目。	自由奔放的鍊金術士少女。 \n好奇心旺盛的她身著華麗的泳裝，躍入嶄新的夏天。 \n頭巾使人想起她平時戴的帽子，那是她個人的堅持。 \n反射陽光的閃耀沙灘襯托出她的身姿。	海の向こうの知らない世界、\n一緒に見に行こう！	Across the seas to a world unknown—let's go see it together!	一起去看看海对面未知的世界吧！	我們一起去看看\n大海另一端的未知世界吧！
39905	ライザ	Ryza	莱莎	萊莎	ライザリン・シュタウト	Reisalin Stout	莱莎琳·斯托特	萊莎琳‧斯托特	【Brave Blaze】	Brave Blaze	【Brave Blaze】	【Brave Blaze】	冒険好きな錬金術士。 \n普段は情報収集も兼ねて、王都にあるカフェ「星の繭」で働いている。 \nこの衣装は身軽かつ丈夫な作りになっており、素早い動きが可能。 \n自分の正義感に従い、錬金党と対立するレスナたちをサポートする。	An adventurous alchemist who usually works at the Star's Cocoon Cafe in the capital, gathering information on the side. Her outfit is both light and durable, allowing for agile movement. Following her sense of justice, she supports Resna and the others in their fight against the Polar Night Alchemists.	喜欢冒险的炼金术士。\n平时在王都的“星之茧”咖啡厅工作，同时收集情报。\n该服装制作得轻巧又结实，可以使人行动敏捷。\n她遵从自己的正义感，支持与炼金党对立的蕾斯娜等人。	熱愛冒險的鍊金術士。\n平常在王都的咖啡廳「星之繭」工作，順道蒐集情報。\n這套服裝設計得輕盈又耐用，可讓身手變得更矯健。\n遵循自身的正義感，協助對抗鍊金黨的蕾斯娜等人。	大事な場所を守るため――\nあたしもみんなと一緒に戦うよ！	I'll stand and fight with everyone to protect the places I love!	为了守护重要的地方——\n我会和大家一起战斗的！	為了守護重要的地方──\n我也要和大家並肩作戰！
39906	ライザ				ライザリン・シュタウト				【Flowering Explorer】				冒険好きな錬金術士。\nランターナ王国の王都にあるカフェ「星の繭」で働いていたが、新たな大冒険を求めて飛び出していくことに。\n親友のクラウディアや、後輩の錬金術士であるレスナなど、大好きな仲間たちと行く旅路に心を躍らせている。				まだあたしの知らない世界があるみたい！\n一緒に新しい景色を見に行こうよ！			
40001	クラウディア	Klaudia	科洛蒂娅	科洛蒂婭	クラウディア・バレンツ	Klaudia Valentz	科洛蒂娅·巴兰茨	科洛蒂婭‧巴蘭茨	【One Summer Melody】	One Summer Melody	【One Summer Melody】	【One Summer Melody】	商家のお嬢様。\n王都周辺で活動する隊商に同行して、行商人たちの仕事を手伝っている。カフェで働くライザとは親友同士。\nおっとりした性格だが芯が強く、意外と度胸が据わっている。フルートを吹くのが趣味であり、特技。	The young lady of a merchant household, she helps the peddlers and caravans around the capital go about their business. Her childhood friend, Ryza, works at the cafe. For as gentle-natured as she is, Klaudia is both stubborn and courageous. One of her hobbies is playing the flute, which she excels at.	商人家的大小姐。\n跟随在王都附近做买卖的商队行动，一起工作。和在咖啡厅工作的莱莎是挚友。\n外表恬静，内心坚毅大胆。特长和爱好是吹奏长笛。	商家千金。\n與在王都周邊活動的商隊同行，擔任旅行商人的助手。\n和在咖啡廳工作的萊莎是好朋友。\n性格沉穩大方，內心堅強，意外地沉得住氣。\n吹長笛是興趣也是特技。	またみんなで冒険がしたいな。\nお願い、私も一緒に連れていって――！	I would very much like to go on another adventure with everyone. Please, let me join you!	我还想再和大家一起去冒险。\n拜托了，也带上我吧——！	好想再和大家一起冒險呀。\n拜託妳，帶我一起去──！
40002	クラウディア	Klaudia	科洛蒂娅	科洛蒂婭	クラウディア・バレンツ	Klaudia Valentz	科洛蒂娅·巴兰茨	科洛蒂婭‧巴蘭茨	【Fragrant Elegance】	Fragrant Elegance	【Fragrant Elegance】	【Fragrant Elegance】	商家の一人娘。\n隊商に同行し、父親譲りの商才を発揮して行商人たちを助けている。\nこの衣装は仕事で訪れた市場で一目惚れして購入したもの。\n淑やかな彼女だが意外と度胸があり、「ととのう」体験をするためなら冷たい水にもためらわず浸かる。	The only daughter of a merchant. Business acumen runs in the family, and she uses hers to help out other merchants. She bought this outfit at a market she visited on business, where it was love at first sight. She's quite daring, despite her refined demeanor, and she won't hesitate to take a cold plunge to reach the post-sauna state of true relaxation.	经商家庭的独生女。\n她继承了父亲经商才能，与商队同行，为商人们排忧解难。\n走访一家市场时看到这套衣服，一见钟情便买了下来。\n她性格文雅，但也不乏勇气，为体验桑拿特有的“陶醉感”，她毫不犹豫地掷身于冷水。	商人家庭的獨生女。\n與商隊一起行動，憑藉著從父親那裡繼承過來的商業頭腦為旅行商人提供協助。\n這套服裝是因工作造訪市場時，一眼看上而購買的。\n溫文儒雅的她出乎意料地大膽，為了體會「通體舒暢」，甚至會毫不猶豫地泡進冷水中。	ごめんね、準備に時間がかかっちゃって……\nえ、似合ってる？ もう……ありがと	Sorry, it took some time to get ready. Huh? It looks good on me? Oh, you. Thanks.	久等了，做准备耽搁了时间……\n嗯？你说很合身？是吗……谢谢你。	抱歉，我在準備時花了點時間……\n咦，很適合我？真是的……謝謝誇獎。
40003	クラウディア	Klaudia	科洛蒂娅	科洛蒂婭	クラウディア・バレンツ	Klaudia Valentz	科洛蒂娅·巴兰茨	科洛蒂婭‧巴蘭茨	【Moonlit Beach】	Moonlit Beach	【Moonlit Beach】	【Moonlit Beach】	商家の一人娘。\n親友であるライザから紹介された隊商に同行し、日々仕事の腕を磨いている。\n今回は少し背伸びをし、大人っぽい水着に挑戦。\nライザたちと共に過ごせる新たな夏に、心を躍らせている。	The only daughter of a merchant family. She has been traveling with a caravan introduced to her by her close friend Ryza, honing her skills daily. This time, she's stepped out of her comfort zone with a more mature swimsuit. Her heart is filled with excitement for another great summer with Ryza and the others.	商人家的独生女。\n在好友莱莎介绍的商队中工作，不断磨练自己的工作能力。\n这次鼓起勇气穿上了成熟风的泳装。\n非常期待和莱莎等伙伴们一起度过这个前所未有的夏天。	商人家庭的獨生女。\n和摯友萊莎介紹的商隊一同行動，每天都在精進工作的技能。\n這次稍微踏出了舒適圈，挑戰成熟風格的泳裝。\n對於能夠與萊莎等人一同度過全然不同的夏天感到相當期待。	深い海の底だって、みんなとなら怖くない。\nさ、一緒に行こう！	Even the deep ocean isn't scary as long as we're together. Come on, let's go!	只要和大家一起，就算要去深海海底我也不怕。\n我们一起去吧！	即便是到深海裡，有大家作伴也就不會害怕了。\n好，我們一起出發吧！
40004	クラウディア				クラウディア・バレンツ				【Flowering Doer】				商家の一人娘であり、やり手の仕事人。\n各地で行商人たちの支援を行っている。多忙な日々に充実感を感じつつも、親友のライザと一緒に過ごす時間がなかなか取れないことを寂しく思っている。\n再びライザと共に大冒険に出たいという想いは強く、その機会をうかがっている。				見たことがない世界があるって素敵だよね！\nよかったら一緒に行かない？			
40101	リラ	Lila	莉拉	莉拉	リラ・ディザイアス	Lila Decyrus	莉拉·德西亚斯	莉拉‧德西亞斯	【漆黒の護衛】	Jet Black Bodyguard	【漆黑护卫】	【漆黑的護衛】	謎めいた雰囲気を持つ旅の戦士。\nその優れた戦闘能力を活かし、護衛などの仕事をこなしている。\n錬金術士のアンペルとは長く旅を共にしていた仲。\n冷静沈着で不愛想な性格だが、意外に面倒見の良い一面も。	A traveling warrior with an enigmatic aura.\nUtilizing her exceptional combat skills, she takes on jobs such as bodyguard missions.\nShe has traveled extensively with the alchemist Empel.\nShe has a surprisingly nurturing side to her, despite her calm, collected, and somewhat unsociable demeanor.	气质神秘的战士，正在旅行。\n经常运用出色的战斗能力从事护卫等工作。\n曾经和炼金术士安佩尔一起旅行过很久。\n性格沉着冷静，不太爱理人，但其实很会照顾人。	神秘的旅人，同時也是一名戰士。\n活用優秀的戰鬥能力從事護衛等工作。\n和鍊金術士安佩爾是長年一同旅行的夥伴。\n個性冷靜沉著，看似冷酷卻意外體貼。	強くなりたいのか？　いいだろう、<br>お前にも戦士の心得を叩き込んでやる――！	You want to become stronger? Very well,<br>I'll drill the spirit of a warrior into you!	你想变强？好啊，<br>我会灌输给你战士的心得――！	想要變強嗎？沒問題，<br>讓我來教你什麼是戰士心得──！
40201	レント	Lent	兰托	蘭托	レント・マルスリンク	Lent Marslink	兰托·马斯林克	蘭托‧馬斯林克	【剛腕戦士】	Powerful Warrior	【刚腕战士】	【鐵腕戰士】	巨大な剣を手に戦う冒険者。\n大きな手柄を立てて戦士として名を上げるべく、修行と戦いの日々を過ごしている。\n厳つい見た目に反して温厚な常識人。暴走しがちなライザを止めることもしばしば。	An adventurer who fights with a massive sword. He spends most of his days training and fighting, and hopes to one day make a name for himself as a warrior. His stern exterior belies a warm, friendly heart, and he provides a level head to the often chaotic Ryza.	挥舞巨剑战斗的冒险者。\n志在立下战功并成为扬名天下的战士，日复一日坚持修行与战斗。\n与强悍的外表相反，实则性格温厚又通情达理，时不时地阻止莱莎莽撞的举动。	手持巨劍戰鬥的冒險者。\n為了立下顯赫戰功並成為揚名天下的戰士，每天過著修行與戰鬥的生活。\n外表看似強悍，但其實是一個溫厚又通情達理的人。也經常會制止容易失控的萊莎。	助けが必要なら手伝うぜ。\n俺の実力、見せてやる！	I'm here to help if it's needed.\nLet me show you what I can do!	需要帮手的话我来帮忙吧。\n让你瞧瞧我的实力！	如果有需要，就讓我來幫忙吧。\n讓你瞧瞧我的實力！
40301	タオ	Tao	塔奥	塔奧	タオ・モンガルテン	Tao Mongarten	塔奥·蒙伽特恩	塔奧‧蒙伽特恩	【学者のタマゴ】	Future Scholar	【未来的学者】	【將來的學者】	本を愛する少年。\nランターナの歴史や遺跡に興味を持ち、未知の知識を求めて王都の図書館に入り浸っている。\n大人しく気弱な性格で人付き合いがあまり得意ではない。知的好奇心は凄まじく、時折、常人離れした集中力を見せることも。	A book-loving boy. His interest in the history of Lantarna and its ruins leads him to spend most of his time in the capital's library, reading up on obscure knowledge. He is quiet and shy, often reluctant to interact with people. His intellectual curiosity and powers of concentration are a cut above the rest.	热爱读书的少年。\n对兰塔纳的历史与遗迹甚感兴趣，为探求未知的知识而整日泡在王都的图书馆里。\n性格内向懦弱，不善与人交际。求知欲十分旺盛，有时会展现出超乎常人的专注力。	熱愛書本的少年。\n對蘭塔納的歷史及遺跡很感興趣，為了追求未知的知識而經常泡在王都的圖書館裡。\n個性內向懦弱，不善與人交際。對知識的探究心非比尋常，有時還會展現出超乎常人的專注力。	見たことも聞いたこともないものばかり！\nなんて素晴らしい場所なんだろう！	I've never heard or seen of anything like this!\nWhat an incredible place!	全都是从没见过、从没听过的东西！\n这地方简直太棒了！	到處都是沒見過也沒聽過的東西！\n這個地方也太棒了吧！
40401	アンペル	Empel	安佩尔	安佩爾	アンペル・フォルマー	Empel Vollmer	安佩尔·沃尔默	安佩爾‧沃爾默	【門を閉ざす者】	The Gate Closer	【闭门人】	【關門者】	流浪の錬金術士。 \nある目的のため、各地の遺跡などを調査している。 \nかつて、調査のために訪れた島でライザたちと出会い、 \nしばしば行動を共にしていた。 \n見た目は若いが言動や所作が成熟しており、不思議な貫禄がある。 \n甘いものに目がないという一面も。	A wandering alchemist.\nHe investigates ruins throughout the land, all with a specific goal in mind. He once met Ryza and her companions on an island while on an investigation and joined them in their endeavors for awhile. Although he appears young, he is mature in his speech and actions, giving him a mysterious air of authority.\nHe also has a notable sweet tooth.	浪迹天涯的炼金术士。\n为了某个目标在各地调查遗迹。\n在过去的调查过程中曾造访某座小岛，在那里认识了莱莎等人，\n并与他们一起行动过一段时间。\n外表年轻，然而言行举止成熟，有着不可思议的威严感。\n但有时也会因眼馋甜食挪不动步子。	流浪的鍊金術士。\n為了某個目的四處調查遺跡。\n自從某次前往島上調查時遇見了萊莎等人後，\n便不時與他們共同行動。\n擁有年輕的外貌，言行舉止卻很成熟，\n散發出一股不可思議的威嚴。其實很喜愛甜食。	背中を押すのは大人の務めだ。<br>お前たちは存分にやるといい――！	It's the duty of the older generation to give a push when needed.<br>Come on, all of you! Give it your best shot!	做你们的后援是成年人的职责。<br>你们只要尽自己的全力就好――！	在背後推一把是我們大人的工作。<br>你們儘管大展身手吧──！
40402	アンペル				アンペル・フォルマー				【Sweet Butler】				流浪の錬金術士。\nライザに錬金術を教えた師。元極夜の錬金党のララとは浅からぬ因縁があるが、このたび協力関係を結ぶこととなり、友好の証としてこの衣装を贈られた。\n極度の甘党で、以前ララに振る舞ってもらった焼き菓子の味が忘れられず、もう一度食べたいと思っている。				では友好のしるしに――\n私も一肌脱ぐとしようか			
41501	パトリツィア	Patricia	帕特莉夏	派翠夏	パトリツィア・アーベルハイム	Patricia Abelheim	帕特莉夏·阿贝尔海姆	派翠夏‧阿貝爾海姆	【届けホーリーナイト】	Holy Night Gift	【送上神圣之夜的礼物】	【傳遞聖善夜】	「星誕祭」の衣装を身に纏った少女。愛称は「パティ」。 \nライザやタオたちとは顔見知り。お世話になった人たちに恩を返したいと、レスナと共に「星誕の使者」となることを決意した。 \n育ちが良く、真面目で礼儀正しい性格。騎士であった父の手ほどきを受けており、剣術の心得がある。	A girl dressed in a Starbirth Festival outfit. She is known as Patty to her close friends. She's an acquaintance of Ryza and Tao. Wanting to give back to those who helped her, she decided to become a Starbirth Envoy along with Resna. Raised in a good family, she is earnest and polite. Having been taught by her father, who was a knight, she is skilled with the sword.	身穿“星诞祭”服装的少女，爱称“帕蒂”。\n认识莱莎与塔奥一行。为了回报照顾过自己的人们，决定与蕾斯娜一起成为“星诞使者”。\n性格认真，有教养懂礼貌。父亲是一名骑士。在父亲指导下，拥有不错的剑术素养。	穿著「星誕祭」服裝的少女。暱稱為「派蒂」。 \n與萊莎和塔奧相識。為了報答照顧過自己的人們，決心與蕾斯娜一起擔任「星誕使者」。 \n家教很好，個性認真且注重禮貌。在身為騎士的父親指導下，練就了劍術本領。	分かりました。楽しみにしている<br>皆さんのため、やり遂げてみせます――！	Got it. I know everyone's looking forward<br>to this, so I'll see it through to the end!	我明白了，为了不负各位的期待，<br>我会完成任务――！	我知道了。為了不負各位的期待，<br>我一定會完成的──！
43101	レスナ	Resna	蕾斯娜	蕾斯娜	レスナ・シュテルネンリヒト	Resna Sternenlicht	蕾斯娜·修特涅利希特	蕾斯娜‧修特涅利希特	【未来に夢を求めし者】	Dreamer of the Future	【逐梦未来之人】	【追尋未來夢想的人】	駆け出しの錬金術士。\n錬金術に対しては並々ならない愛と豊富な知識を持つ「錬金術オタク」の一面を持ち、錬金術のことになると興奮のあまり早口になる。\n今は廃れてしまった錬金術を再び広め、人々の生活を豊かにしたいという夢がある。	A fledgling alchemist. She is very passionate about alchemy and has an unparalleled love and knowledge of the subject, which is evident in her tendency to get excited and talk very fast.\nHer dream is to revive the neglected art of alchemy and use it to enrich people's lives.	新人炼金术士。\n对炼金术怀有超乎寻常的热爱，知识储备也相当深厚，堪称“炼金术痴”，涉及炼金术的话题便会激动地滔滔不绝起来。\n梦想是让式微的炼金术重放光彩，让人们的生活更加富足。	新手鍊金術士。對鍊金術充滿熱忱且知識豐富，有著「鍊金術狂熱者」的一面，談及鍊金術即異常興奮，滔滔不絕。\n懷抱著復興衰微的鍊金術，讓人們的生活更加豐富多彩的夢想。	果ての大陸を目指して――いざ、ゆかん！	To the ends of the world or bust! Let's head out!	朝着终极大陆——出发！	目標是終極大陸──好，出發！
43102	レスナ	Resna	蕾斯娜	蕾斯娜	レスナ・シュテルネンリヒト	Resna Sternenlicht	蕾斯娜·修特涅利希特	蕾斯娜‧修特涅利希特	【Innocent Dreamer】	Innocent Dreamer	【Innocent Dreamer】	【Innocent Dreamer】	駆け出しの錬金術士。\n普段の上着やアームカバーは、ザスキアから採取の際にケガをしないよう着用を指示されたもの。\nしかし「果ての大陸」到達の夢を掴むために、時には上着を脱いだ身軽な装いで、野を越え山を越え突き進む。 	A fledgling alchemist. Following the instructions of her teacher, Saskia, she usually wears a jacket and arm covers to protect her from harm while harvesting. But from time to time she takes them off so that she can travel unencumbered over the fields and mountains on her way to fulfill her dream—to reach the World's End.	新人炼金术士。\n听从萨丝琪亚的叮嘱，平时身穿外套和臂甲以避免在采集素材时受伤。\n不过，为实现踏上“终极大陆”的梦想，她有时会脱下外套轻装上阵，翻山越岭迅捷前进。	初出茅廬的鍊金術士。\n平常身上的外衣和袖套是薩絲琪亞囑咐她穿的，避免採集時受傷。\n不過，為了實現踏上「終極大陸」的夢想，她有時候會脫掉外衣，憑著一身輕裝翻山越野，勇往直前。	どんなに高い壁でも乗り越えてみせる！\n私には、叶えたい夢があるから――！	I'll overcome anything to make my dream\ncome true—no matter the obstacle!	无论什么样的障碍我都会跨过去！\n因为我有想要实现的梦想——！	無論牆有多高，我都會跨過去！\n因為我有想要實現的夢想──！
43103	レスナ	Resna	蕾斯娜	蕾斯娜	レスナ・シュテルネンリヒト	Resna Sternenlicht	蕾斯娜·修特涅利希特	蕾斯娜‧修特涅利希特	【Starry Heavens Gift】	Starry Heavens Gift	【Starry Heavens Gift】	【Starry Heavens Gift】	「星誕祭」の衣装を身に纏った錬金術士。 \n星誕祭とは、この星が生まれた日を祝う行事で、特別な衣装を身に纏った「星誕の使者」が、人々に贈り物を配るというもの。 \nレスナは日頃お世話になっている人たちへ感謝の気持ちを伝えるため、星誕の使者としての役目を果たそうと意気込んでいる。	An alchemist wearing a Starbirth Festival outfit. The Starbirth Festival celebrates the day the planet was born. During the festival, Starbirth Envoys wear special outfits and deliver gifts to the people. Resna is eager to fulfill her role as a Starbirth Envoy and show her appreciation to those who have made a difference in her life.	身穿“星诞祭”服装的炼金术士。\n“星诞祭”是庆祝这颗星球诞生的庆典，穿上特殊服装的“星诞使者”会为人们分发礼物。\n蕾斯娜为了感谢平日里帮助自己的人们，干劲十足地想要履行星诞使者的职责。	穿著「星誕祭」服裝的鍊金術士。 \n星誕祭是慶祝這個星球誕生的活動。活動中會有身穿特別服裝的「星誕使者」分送人們禮物。 \n蕾斯娜為了向平日照顧自己的人們表達感謝之情，幹勁十足地決定擔負起星誕使者的使命。	聖なる星の導きのままに、<br>みんなにとびっきりの祝福を――！	Guided by the sacred stars,<br>I bring abundant blessings to all!	遵循神圣群星的指引，<br>为人们带来至高无上的祝福——！	依循神聖之星的指引，<br>送給大家至高無上的祝福──！
43104	レスナ	Resna	蕾斯娜	蕾斯娜	レスナ・シュテルネンリヒト	Resna Sternenlicht	蕾斯娜·修特涅利希特	蕾斯娜‧修特涅利希特	【Loved Rookie】	Loved Rookie	【Loved Rookie】	【Loved Rookie】	ランターナ学園、錬金術科の新入生。\n独学で何度も調合に挑戦してきたが、一度も成功したことがなかった。\nしかし、錬金術への熱意は本物で、他の生徒たちを凌駕する知識量を誇る。\nいつか父親のような立派な錬金術士になるのが夢。	A new student in the Alchemy department at Lantarna Academy. She has repeatedly tried to synthesize things on her own but has never succeeded. However, she has a genuine passion for alchemy, and she boasts more knowledge of the field than any of the other students. Her dream is to become a great alchemist like her father.	兰塔纳学园炼金术科新生。\n在自学中挑战了无数次调合，但没有一次成功。\n然而她对炼金术的热情是诚心诚意的，知识储备也远超其他学生。\n梦想是将来成为像父亲一样伟大的炼金术士。	蘭塔納學園鍊金術科的新生。\n曾經以自學的方式多次挑戰調合，但一次也沒有成功過。\n然而，她對鍊金術的熱情非常堅定，還擁有凌駕於其他學生的知識量。\n她的夢想是有朝一日要成為像父親一樣出色的鍊金術士。	憧れの学園生活――！\n私、絶対に一人前の錬金術士になります！	The student life I've always dreamed of! I'm going to be a full-fledged alchemist!	向往已久的学园生活——！\n我一定要成为独当一面的炼金术士！	嚮往的校園生活──！\n我絕對要成為獨當一面的鍊金術士！
43105	レスナ	Resna	蕾斯娜	蕾斯娜	レスナ・シュテルネンリヒト	Resna Sternenlicht	蕾斯娜·修特涅利希特	蕾斯娜‧修特涅利希特	【Pretty Summer】	Pretty Summer	【Pretty Summer】	【Pretty Summer】	駆け出しの錬金術士。\n錬金術復興を夢見て、日々奔走中。\n夏を楽しむため、親友のイザナに選んでもらった宝物の水着を身につけた。\n妖精を思わせる可憐な姿でも、日差し対策の麦わら帽子は欠かせない。	A novice alchemist who dreams of reviving alchemy and works tirelessly every day. To enjoy the summer, she is wearing a swimsuit that she treasures, as it was chosen by her best friend, Izana. With a delicate, fairy-like appearance, she always makes sure to wear her straw hat to protect herself from the sun.	新手炼金术士。\n梦想复兴炼金术而日夜奔走。\n为了享受夏天，穿上了好朋友伊札娜为自己挑选的宝贝泳装。\n身姿婀娜似妖精，却也不忘遮阳避暑用的草帽。	菜鳥鍊金術士。\n夢想著復興鍊金術，每天四處奔走。\n為了享受夏天，穿上了摯友伊札娜幫忙挑選的寶貝泳裝。\n即使是令人聯想到妖精的可愛模樣，也少不了戴上防曬用的草帽。	燦々と照らす太陽にも負けないくらい\n私ももっと輝いてみせます！	I'll shine even brighter than the sun!	我要比灿烂阳光更加闪耀夺目！	我也要更加耀眼，\n不輸給燦爛奪目的太陽！
