id	description	description_en	description_zh-CN	description_zh-TW
80022015	・ブレイク中、被ダメージ上昇\n・ブレイク後、自身のプラス効果を解除\n・行動後、ブレイクダメージ回復\n・HPが一定に達すると、強力な全体攻撃	- Receives increased damage while stunned\n- Removes own positive effects after stun\n- Restores stun damage after turn\n- Strong attack that targets all enemies when HP reaches a certain level	·破防中，所受伤害提升\n·破防后，解除自身正面效果\n·行动后，恢复破防伤害\n·HP到达一定值后，发动强力的全体攻击	‧破防時，所受傷害上升\n‧破防後，解除自身的加強效果\n‧行動後，回復破防傷害\n‧HP達一定值時，將使出強力的全體攻擊
80022016	・ブレイク中、被ダメージ上昇\n・ブレイク後、自身のプラス効果を解除\n・行動後、ブレイクダメージ回復\n・HPが一定に達すると、強力な全体攻撃	- Receives increased damage while stunned\n- Removes own positive effects after stun\n- Restores stun damage after turn\n- Strong attack that targets all enemies when HP reaches a certain level	·破防中，所受伤害提升\n·破防后，解除自身正面效果\n·行动后，恢复破防伤害\n·HP到达一定值后，发动强力的全体攻击	‧破防時，所受傷害上升\n‧破防後，解除自身的加強效果\n‧行動後，回復破防傷害\n‧HP達一定值時，將使出強力的全體攻擊
80022017	・ブレイク中、被ダメージ上昇\n・ブレイク後、自身のプラス効果を解除\n・行動後、ブレイクダメージ回復\n・HPが一定に達すると、強力な全体攻撃	- Receives increased damage while stunned\n- Removes own positive effects after stun\n- Restores stun damage after turn\n- Strong attack that targets all enemies when HP reaches a certain level	·破防中，所受伤害提升\n·破防后，解除自身正面效果\n·行动后，恢复破防伤害\n·HP到达一定值后，发动强力的全体攻击	‧破防時，所受傷害上升\n‧破防後，解除自身的加強效果\n‧行動後，回復破防傷害\n‧HP達一定值時，將使出強力的全體攻擊
80022018	・ブレイク中、被ダメージ上昇\n・ブレイク後、自身のプラス効果を解除\n・行動後、ブレイクダメージ回復\n・HPが一定に達すると、強力な全体攻撃	- Receives increased damage while stunned\n- Removes own positive effects after stun\n- Restores stun damage after turn\n- Strong attack that targets all enemies when HP reaches a certain level	·破防中，所受伤害提升\n·破防后，解除自身正面效果\n·行动后，恢复破防伤害\n·HP到达一定值后，发动强力的全体攻击	‧破防時，所受傷害上升\n‧破防後，解除自身的加強效果\n‧行動後，回復破防傷害\n‧HP達一定值時，將使出強力的全體攻擊
80022019	・ブレイク中、被ダメージ上昇\n・ブレイク後、自身のプラス効果を解除\n・行動後、ブレイクダメージ回復\n・HPが一定に達すると、強力な全体攻撃	- Receives increased damage while stunned\n- Removes own positive effects after stun\n- Restores stun damage after turn\n- Strong attack that targets all enemies when HP reaches a certain level	·破防中，所受伤害提升\n·破防后，解除自身正面效果\n·行动后，恢复破防伤害\n·HP到达一定值后，发动强力的全体攻击	‧破防時，所受傷害上升\n‧破防後，解除自身的加強效果\n‧行動後，回復破防傷害\n‧HP達一定值時，將使出強力的全體攻擊
80022021	・ブレイク中、攻撃を受けた時、自身に被ダメージUPを付与\n・ブレイク後、自身のプラス効果を解除する\n・行動後、ブレイクダメージ回復	- When hit while stunned, boosts own damage received\n- Removes own positive effects after stun\n- Restores stun damage after turn	·破防中，受到攻击时，赋予自身所受伤害提升\n·破防后，解除自身正面效果\n·行动后，恢复破防伤害	‧破防時，受到攻擊時，賦予自身所受傷害上升\n‧破防後，解除自身加強效果\n‧行動後，回復破防傷害
80022024	・ブレイク中、攻撃を受けた時、自身に被ダメージUPを付与\n・ブレイク後、自身のプラス効果を解除する	- When hit while stunned, boosts own damage received\n- Removes own positive effects after stun	·破防中，受到攻击时，赋予自身所受伤害提升\n·破防后，解除自身正面效果	‧破防時，受到攻擊時，賦予自身所受傷害上升\n‧破防後，解除自身加強效果
80022025	・ブレイク中、攻撃を受けた時、自身に被ダメージUPを付与\n・ブレイク後、自身のプラス効果を解除する	- When hit while stunned, boosts own damage received\n- Removes own positive effects after stun	·破防中，受到攻击时，赋予自身所受伤害提升\n·破防后，解除自身正面效果	‧破防時，受到攻擊時，賦予自身所受傷害上升\n‧破防後，解除自身加強效果
80022027	・自身のマイナス効果が4つ以下の時、被ダメージが大幅に減少	- When inflicted with 4 or fewer negative effects, significantly reduces damage received	·自身有不高于4个负面效果时，所受伤害大幅下降	‧自身的減弱效果在4個以下時，所受傷害大幅減少
80022028	・自身のマイナス効果が4つ以下の時、被ダメージが大幅に減少	- When inflicted with 4 or fewer negative effects, significantly reduces damage received	·自身有不高于4个负面效果时，所受伤害大幅下降	‧自身的減弱效果在4個以下時，所受傷害大幅減少
80022029	・自身のマイナス効果が4つ以下の時、被ダメージが大幅に減少	- When inflicted with 4 or fewer negative effects, significantly reduces damage received	·自身有不高于4个负面效果时，所受伤害大幅下降	‧自身的減弱效果在4個以下時，所受傷害大幅減少
80022030	・自身のマイナス効果が4つ以下の時、被ダメージが大幅に減少	- When inflicted with 4 or fewer negative effects, significantly reduces damage received	·自身有不高于4个负面效果时，所受伤害大幅下降	‧自身的減弱效果在4個以下時，所受傷害大幅減少
80022031	・自身のマイナス効果が4つ以下の時、被ダメージが大幅に減少	- When inflicted with 4 or fewer negative effects, significantly reduces damage received	·自身有不高于4个负面效果时，所受伤害大幅下降	‧自身的減弱效果在4個以下時，所受傷害大幅減少
80022032	・自身のマイナス効果が4つ以下の時、被ダメージが大幅に減少	- When inflicted with 4 or fewer negative effects, significantly reduces damage received	·自身有不高于4个负面效果时，所受伤害大幅下降	‧自身的減弱效果在4個以下時，所受傷害大幅減少
80022033	・自身のマイナス効果が4つ以下の時、被ダメージが大幅に減少	- When inflicted with 4 or fewer negative effects, significantly reduces damage received	·自身有不高于4个负面效果时，所受伤害大幅下降	‧自身的減弱效果在4個以下時，所受傷害大幅減少
80023001	・暗闇攻撃\n・行動後、回避状態になる	- Inflicts Blindness\n- Gains Evasion after turn	·盲目攻击\n·行动后进入回避状态	‧盲目攻擊\n‧行動後，進入迴避狀態
80023002	・暗闇攻撃\n・行動後、回避状態になる\n・打・雷攻撃で受けるブレイクダメージ上昇	- Blindness attack\n- Gain evasion after turn\n- Receives increased stun damage from Strike or Bolt attacks	·盲目攻击\n·行动后进入回避状态\n·受到打击属性或雷属性攻击时，所受破防伤害提升	‧盲目攻擊\n‧行動後，進入迴避狀態\n‧受到打、雷屬性攻擊時所受破防傷害上升
80023011	・暗闇攻撃\n・行動後、単体攻撃回避状態になる	- Blindness attack\n- Gains Single-Target Attack Evasion after turn	·盲目攻击\n·行动后，进入回避单体攻击状态	‧盲目攻擊\n‧行動後，進入迴避單體攻擊狀態
80023029	・行動後、回避状態になる\n・狙われやすさを無視する攻撃を行う	- Gains Evasion after turn\n- Attacks ignore odds of being targeted	·行动后进入回避状态\n·攻击时无视易被选中度	‧行動後，進入迴避狀態\n‧無視被鎖定機率攻擊
80025002	・仲間に魔法反射状態を付与する\n・眠り攻撃	- Allies will reflect magic\n- Sleep attack	·赋予友方魔法反弹状态\n·睡眠攻击	‧賦予夥伴魔法反射狀態\n‧睡眠攻擊
80025003	・眠り攻撃	- Sleep attack	·睡眠攻击	‧睡眠攻擊
80025004	・手番を遅らせる\n・眠り攻撃	- Delays turn\n- Sleep attack	·推迟回合\n·睡眠攻击	‧推遲行動回合\n‧睡眠攻擊
80025006	・手番を遅らせる\n・眠り攻撃	- Delays turn\n- Sleep attack	·推迟回合\n·睡眠攻击	‧推遲行動回合\n‧睡眠攻擊
80025015	・手番を遅らせる\n・眠り攻撃	- Delays turn\n- Sleep attack	·推迟回合\n·睡眠攻击	‧推遲行動回合\n‧睡眠攻擊
80025017	・手番を遅らせる\n・眠り攻撃	- Delays turn\n- Sleep attack	·推迟回合\n·睡眠攻击	‧推遲行動回合\n‧睡眠攻擊
80025019	・手番を遅らせる\n・眠り攻撃	- Delays turn\n- Sleep attack	·推迟回合\n·睡眠攻击	‧推遲行動回合\n‧睡眠攻擊
80025021	・手番を遅らせる\n・眠り攻撃	- Delays turn\n- Sleep attack	·推迟回合\n·睡眠攻击	‧推遲行動回合\n‧睡眠攻擊
80025023	・手番を遅らせる\n・眠り攻撃	- Delays turn\n- Sleep attack	·推迟回合\n·睡眠攻击	‧推遲行動回合\n‧睡眠攻擊
80025025	・眠り攻撃	- Sleep attack	·睡眠攻击	‧睡眠攻擊
80026001	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026004	・得意属性が氷以外のキャラへの与ダメージが高い\n・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- High damage dealt to characters without Ice affinity\n- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·对自身属性为冰以外的角色造成高伤害\n·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧給予自身屬性為冰以外的角色較大傷害\n‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026017	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026018	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026019	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026020	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026021	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026022	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026023	・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026026	・ブレイク状態が短い\n・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Short stun time\n- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·破防状态短暂\n·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧破防狀態較短\n‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026027	・ブレイクするたび、被ダメージ上昇\n・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Each stun increases damage received\n- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·每次破防时，所受伤害提升\n·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧每次破防時，所受傷害上升\n‧無法戰鬥時，所有夥伴的給予傷害上升\n‧無法戰鬥時，所有夥伴的所受傷害上升
80026037	・与ダメージダウンを付与\n・戦闘不能時、仲間全体の与ダメージ上昇\n・戦闘不能時、仲間全体の被ダメージ上昇	- Reduces damage dealt\n- Boosts all allies' damage dealt when KO'd\n- Boosts all allies' damage received when KO'd	·赋予造成伤害下降\n·无法战斗时，友方全体造成伤害提升\n·无法战斗时，友方全体所受伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，所有夥伴給予傷害上升\n‧無法戰鬥時，所有夥伴所受傷害上升
80026052	・戦闘不能時、仲間全体のカウンター状態を解除\n・火傷を付与	- When KO'd, removes Counter from all allies\n- Inflicts Burn	·无法战斗时，解除友方全体的还击状态\n·赋予火伤	‧無法戰鬥時，解除所有夥伴的還擊狀態\n‧賦予燒傷
80026057	・戦闘不能時、仲間全体のカウンター状態を解除\n・火傷を付与	- When KO'd, removes Counter from all allies\n- Inflicts Burn	·无法战斗时，解除友方全体的还击状态\n·赋予火伤	‧無法戰鬥時，解除所有夥伴的還擊狀態\n‧賦予燒傷
80026058	・与ダメージDOWNを付与\n・戦闘不能時、仲間全体に与ダメージUPを付与	- Reduces damage dealt\n- When KO'd, boosts all allies' damage dealt	·赋予造成伤害下降\n·无法战斗时，赋予友方全体造成伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，賦予所有夥伴給予傷害上升
80026062	・与ダメージDOWNを付与\n・戦闘不能時、仲間全体に与ダメージUPを付与	- Reduces damage dealt\n- When KO'd, boosts all allies' damage dealt	·赋予造成伤害下降\n·无法战斗时，赋予友方全体造成伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，賦予所有夥伴給予傷害上升
80026066	・戦闘不能時、仲間全体のカウンター状態を解除\n・火傷を付与	- When KO'd, removes Counter from all allies\n- Inflicts Burn	·无法战斗时，解除友方全体的还击状态\n·赋予火伤	‧無法戰鬥時，解除所有夥伴的還擊狀態\n‧賦予燒傷
80026067	・与ダメージDOWNを付与\n・戦闘不能時、仲間全体に与ダメージUPを付与	- Reduces damage dealt\n- When KO'd, boosts all allies' damage dealt	·赋予造成伤害下降\n·无法战斗时，赋予友方全体造成伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，賦予所有夥伴給予傷害上升
80026071	・戦闘不能時、仲間全体のカウンター状態を解除\n・火傷を付与	- When KO'd, removes Counter from all allies\n- Inflicts Burn	·无法战斗时，解除友方全体的还击状态\n·赋予火伤	‧無法戰鬥時，解除所有夥伴的還擊狀態\n‧賦予燒傷
80026072	・与ダメージDOWNを付与\n・戦闘不能時、仲間全体に与ダメージUPを付与	- Reduces damage dealt\n- When KO'd, boosts all allies' damage dealt	·赋予造成伤害下降\n·无法战斗时，赋予友方全体造成伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，賦予所有夥伴給予傷害上升
80026076	・戦闘不能時、仲間全体のカウンター状態を解除\n・火傷を付与	- When KO'd, removes Counter from all allies\n- Inflicts Burn	·无法战斗时，解除友方全体的还击状态\n·赋予火伤	‧無法戰鬥時，解除所有夥伴的還擊狀態\n‧賦予燒傷
80026077	・与ダメージDOWNを付与\n・戦闘不能時、仲間全体に与ダメージUPを付与	- Reduces damage dealt\n- When KO'd, boosts all allies' damage dealt	·赋予造成伤害下降\n·无法战斗时，赋予友方全体造成伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，賦予所有夥伴給予傷害上升
80026081	・戦闘不能時、仲間全体のカウンター状態を解除\n・火傷を付与	- When KO'd, removes Counter from all allies\n- Inflicts Burn	·无法战斗时，解除友方全体的还击状态\n·赋予火伤	‧無法戰鬥時，解除所有夥伴的還擊狀態\n‧賦予燒傷
80026082	・与ダメージDOWNを付与\n・戦闘不能時、仲間全体に与ダメージUPを付与	- Reduces damage dealt\n- When KO'd, boosts all allies' damage dealt	·赋予造成伤害下降\n·无法战斗时，赋予友方全体造成伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，賦予所有夥伴給予傷害上升
80026086	・戦闘不能時、仲間全体のカウンター状態を解除\n・火傷を付与	- When KO'd, removes Counter from all allies\n- Inflicts Burn	·无法战斗时，解除友方全体的还击状态\n·赋予火伤	‧無法戰鬥時，解除所有夥伴的還擊狀態\n‧賦予燒傷
80026090	・与ダメージDOWNを付与\n・戦闘不能時、仲間全体に与ダメージUPを付与	- Reduces damage dealt\n- When KO'd, boosts all allies' damage dealt	·赋予造成伤害下降\n·无法战斗时，赋予友方全体造成伤害提升	‧賦予給予傷害下降\n‧無法戰鬥時，賦予所有夥伴給予傷害上升
80030001	・物理属性攻撃を受けると与ダメージ上昇\n・物理属性攻撃を受けると被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージ低下\n・魔法属性攻撃を受けると被ダメージ低下	- Boosts damage dealt when hit by a physical attack\n- Receives increased damage from physical attacks\n- Reduces damage dealt when hit by a magic attack\n- Reduces damage received when hit by a magic attack	·受到物理属性攻击时，造成伤害提升\n·受到物理属性攻击时，所受伤害提升\n·受到魔法属性攻击时，造成伤害下降\n·受到魔法属性攻击时，所受伤害下降	‧受到物理屬性攻擊時，給予傷害上升\n‧受到物理屬性攻擊時，所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害下降\n‧受到魔法屬性攻擊時，所受傷害下降
80030003	・物理属性攻撃を受けると与ダメージと被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージと被ダメージ低下\n・カウンター	- Boosts damage dealt and damage received when hit by a physical attack\n- Reduces damage dealt and damage received when hit by a magic attack\n- Counters	·受到物理属性攻击时，造成伤害与所受伤害提升\n·受到魔法属性攻击时，造成伤害与所受伤害下降\n·还击	‧受到物理屬性攻擊時，給予傷害與所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害與所受傷害下降\n‧還擊
80030004	・物理属性攻撃を受けると与ダメージと被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージと被ダメージ低下\n・行動するたび、ブレイクダメージを回復\n・カウンター	- Boosts damage dealt and damage received when hit by a physical attack\n- Reduces damage dealt and damage received when hit by a magic attack\n- Restores own stun damage each turn\n- Counters	·受到物理属性攻击时，造成伤害与所受伤害提升\n·受到魔法属性攻击时，造成伤害与所受伤害下降\n·每次行动时，恢复破防伤害\n·还击	‧受到物理屬性攻擊時，給予傷害與所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害與所受傷害下降\n‧每次行動時，回復破防傷害\n‧還擊
80030005	・物理属性攻撃を受けると与ダメージと被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージと被ダメージ低下\n・行動するたび、HPとブレイクダメージを回復\n・カウンター	- Boosts damage dealt and damage received when hit by a physical attack\n- Reduces damage dealt and damage received when hit by a magic attack\n- Restores own HP and stun damage each turn\n- Counters	·受到物理属性攻击时，造成伤害与所受伤害提升\n·受到魔法属性攻击时，造成伤害与所受伤害下降\n·每次行动时，恢复HP与破防伤害\n·还击	‧受到物理屬性攻擊時，給予傷害與所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害與所受傷害下降\n‧每次行動時，回復HP與破防傷害\n‧還擊
80030007	・物理属性攻撃を受けると与ダメージと被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージと被ダメージ低下\n・行動するたび、仲間全体の被ブレイクダメージ低下	- Boosts damage dealt and damage received when hit by a physical attack\n- Reduces damage dealt and damage received when hit by a magic attack\n- Reduces all allies' stun damage received each turn	·受到物理属性攻击时，造成伤害与所受伤害提升\n·受到魔法属性攻击时，造成伤害与所受伤害下降\n·每次行动时，友方全体所受破防伤害下降	‧受到物理屬性攻擊時，給予傷害與所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害與所受傷害下降\n‧每次行動時，所有夥伴所受破防傷害下降
80030008	・物理属性攻撃を受けると与ダメージと被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージと被ダメージ低下\n・行動するたび、仲間全体の被ブレイクダメージ低下\n・行動するたび、仲間全体の被ダメージ低下	- Boosts damage dealt and damage received when hit by a physical attack\n- Reduces damage dealt and damage received when hit by a magic attack\n- Reduces all allies' stun damage received each turn\n- Reduces all allies' damage received each turn	·受到物理属性攻击时，造成伤害与所受伤害提升\n·受到魔法属性攻击时，造成伤害与所受伤害下降\n·每次行动时，友方全体所受破防伤害下降\n·每次行动时，友方全体所受伤害下降	‧受到物理屬性攻擊時，給予傷害與所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害與所受傷害下降\n‧每次行動時，所有夥伴所受破防傷害下降\n‧每次行動時，所有夥伴所受傷害下降
80030009	・手番を遅らせる効果無効\n・単体攻撃を受けると与ダメージ上昇\n・単体攻撃を受けると被ダメージ上昇\n・全体攻撃を受けると与ダメージ低下\n・全体攻撃を受けると被ダメージ低下	- Nullifies the effect of delayed turns\n- Boosts damage dealt when hit by a single-target attack\n- Receives increased damage from single-target attacks\n- Reduces damage dealt when hit by an attack that targets all enemies\n- Receives reduced damage from attacks that target all enemies	·推迟回合效果无效\n·受到单体攻击后造成伤害提升\n·受到单体攻击后所受伤害提升\n·受到全体攻击后造成伤害下降\n·受到全体攻击后所受伤害下降	‧使推遲行動回合的效果無效\n‧受到單體攻擊時給予傷害上升\n‧受到單體攻擊時所受傷害上升\n‧受到全體攻擊時給予傷害下降\n‧受到全體攻擊時所受傷害下降
80030010	・手番を遅らせる効果無効\n・単体攻撃を受けると与ダメージ上昇\n・単体攻撃を受けると被ダメージ上昇\n・全体攻撃を受けると与ダメージ低下\n・全体攻撃を受けると被ダメージ低下	- Nullifies the effect of delayed turns\n- Boosts damage dealt when hit by a single-target attack\n- Receives increased damage from single-target attacks\n- Reduces damage dealt when hit by an attack that targets all enemies\n- Receives reduced damage from attacks that target all enemies	·推迟回合效果无效\n·受到单体攻击后造成伤害提升\n·受到单体攻击后所受伤害提升\n·受到全体攻击后造成伤害下降\n·受到全体攻击后所受伤害下降	‧使推遲行動回合的效果無效\n‧受到單體攻擊時給予傷害上升\n‧受到單體攻擊時所受傷害上升\n‧受到全體攻擊時給予傷害下降\n‧受到全體攻擊時所受傷害下降
80030011	・手番を遅らせる効果無効\n・単体攻撃を受けると与ダメージ上昇\n・単体攻撃を受けると被ダメージ上昇\n・全体攻撃を受けると与ダメージ低下\n・全体攻撃を受けると被ダメージ低下	- Nullifies the effect of delayed turns\n- Boosts damage dealt when hit by a single-target attack\n- Receives increased damage from single-target attacks\n- Reduces damage dealt when hit by an attack that targets all enemies\n- Receives reduced damage from attacks that target all enemies	·推迟回合效果无效\n·受到单体攻击后造成伤害提升\n·受到单体攻击后所受伤害提升\n·受到全体攻击后造成伤害下降\n·受到全体攻击后所受伤害下降	‧使推遲行動回合的效果無效\n‧受到單體攻擊時給予傷害上升\n‧受到單體攻擊時所受傷害上升\n‧受到全體攻擊時給予傷害下降\n‧受到全體攻擊時所受傷害下降
80030012	・手番を遅らせる効果無効\n・単体攻撃を受けると与ダメージ上昇\n・単体攻撃を受けると被ダメージ上昇\n・全体攻撃を受けると与ダメージ低下\n・全体攻撃を受けると被ダメージ低下	- Nullifies the effect of delayed turns\n- Boosts damage dealt when hit by a single-target attack\n- Receives increased damage from single-target attacks\n- Reduces damage dealt when hit by an attack that targets all enemies\n- Receives reduced damage from attacks that target all enemies	·推迟回合效果无效\n·受到单体攻击后造成伤害提升\n·受到单体攻击后所受伤害提升\n·受到全体攻击后造成伤害下降\n·受到全体攻击后所受伤害下降	‧使推遲行動回合的效果無效\n‧受到單體攻擊時給予傷害上升\n‧受到單體攻擊時所受傷害上升\n‧受到全體攻擊時給予傷害下降\n‧受到全體攻擊時所受傷害下降
80030013	・手番を遅らせる効果無効\n・単体攻撃を受けると与ダメージ上昇\n・単体攻撃を受けると被ダメージ上昇\n・全体攻撃を受けると与ダメージ低下\n・全体攻撃を受けると被ダメージ低下	- Nullifies the effect of delayed turns\n- Boosts damage dealt when hit by a single-target attack\n- Receives increased damage from single-target attacks\n- Reduces damage dealt when hit by an attack that targets all enemies\n- Receives reduced damage from attacks that target all enemies	·推迟回合效果无效\n·受到单体攻击后造成伤害提升\n·受到单体攻击后所受伤害提升\n·受到全体攻击后造成伤害下降\n·受到全体攻击后所受伤害下降	‧使推遲行動回合的效果無效\n‧受到單體攻擊時給予傷害上升\n‧受到單體攻擊時所受傷害上升\n‧受到全體攻擊時給予傷害下降\n‧受到全體攻擊時所受傷害下降
80030014	・手番を遅らせる効果無効\n・単体攻撃を受けると与ダメージ上昇\n・単体攻撃を受けると被ダメージ上昇\n・全体攻撃を受けると与ダメージ低下\n・全体攻撃を受けると被ダメージ低下	- Nullifies the effect of delayed turns\n- Boosts damage dealt when hit by a single-target attack\n- Receives increased damage from single-target attacks\n- Reduces damage dealt when hit by an attack that targets all enemies\n- Receives reduced damage from attacks that target all enemies	·推迟回合效果无效\n·受到单体攻击后造成伤害提升\n·受到单体攻击后所受伤害提升\n·受到全体攻击后造成伤害下降\n·受到全体攻击后所受伤害下降	‧使推遲行動回合的效果無效\n‧受到單體攻擊時給予傷害上升\n‧受到單體攻擊時所受傷害上升\n‧受到全體攻擊時給予傷害下降\n‧受到全體攻擊時所受傷害下降
80030015	・手番を遅らせる効果無効\n・単体攻撃を受けると与ダメージ上昇\n・単体攻撃を受けると被ダメージ上昇\n・全体攻撃を受けると与ダメージ低下\n・全体攻撃を受けると被ダメージ低下	- Nullifies the effect of delayed turns\n- Boosts damage dealt when hit by a single-target attack\n- Receives increased damage from single-target attacks\n- Reduces damage dealt when hit by an attack that targets all enemies\n- Receives reduced damage from attacks that target all enemies	·推迟回合效果无效\n·受到单体攻击后造成伤害提升\n·受到单体攻击后所受伤害提升\n·受到全体攻击后造成伤害下降\n·受到全体攻击后所受伤害下降	‧使推遲行動回合的效果無效\n‧受到單體攻擊時給予傷害上升\n‧受到單體攻擊時所受傷害上升\n‧受到全體攻擊時給予傷害下降\n‧受到全體攻擊時所受傷害下降
80030016	・物理攻撃を受けた時、受けるダメージ低下\n・風属性攻撃を受けた時、受けるダメージ上昇\n・自身のHPが50%以下の時、与ダメージ上昇	- Receives reduced damage from physical attacks\n- Receives increased damage from Air attacks\n- Boosts damage dealt when own HP is 50% or lower	·受到物理攻击时，所受伤害下降\n·受到风属性攻击时，所受伤害提升\n·自身HP不高于50%时，造成伤害提升	‧受到物理攻擊時，所受傷害下降\n‧受到風屬性攻擊時，所受傷害上升\n‧自身的HP在50%以下時，給予傷害上升
80030018	・ウェーブ開始時、被ダメージ低下\n・物理属性攻撃を受けると与ダメージ上昇\n・物理属性攻撃を受けると被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージ低下\n・魔法属性攻撃を受けると被ダメージ低下	- At the start of a wave, reduces damage received\n- Boosts damage dealt when hit by a physical attack\n- Receives increased damage from physical attacks\n- Reduces damage dealt when hit by a magic attack\n- Receives reduced damage from magic attacks	·WAVE开始时所受伤害下降\n·受到物理属性攻击后造成伤害提升\n·受到物理属性攻击后所受伤害提升\n·受到魔法属性攻击后造成伤害下降\n·受到魔法属性攻击后所受伤害下降	‧WAVE開始時，所受傷害下降\n‧受到物理屬性攻擊時，給予傷害上升\n‧受到物理屬性攻擊時，所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害下降\n‧受到魔法屬性攻擊時，所受傷害下降
