id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
4990418	打得会心ダメージアップⅢ	Strike Affinity Critical Damage Up III	擅打击暴击伤害提升Ⅲ	擅打重擊傷害上升Ⅲ	得意属性が打属性の時、クリティカルダメージ+{0}%	While equipped to a character with Strike affinity, boosts critical damage by {0}%.	自身属性为打击属性时，暴击伤害+{0}%。	自身屬性為打屬性時，重擊傷害+{0}%。
4990419	打得会心ダメージアップⅢ	Strike Affinity Critical Damage Up III	擅打击暴击伤害提升Ⅲ	擅打重擊傷害上升Ⅲ	得意属性が打属性の時、クリティカルダメージ+{0}%	While equipped to a character with Strike affinity, boosts critical damage by {0}%.	自身属性为打击属性时，暴击伤害+{0}%。	自身屬性為打屬性時，重擊傷害+{0}%。
4990420	打得会心ダメージアップⅢ	Strike Affinity Critical Damage Up III	擅打击暴击伤害提升Ⅲ	擅打重擊傷害上升Ⅲ	得意属性が打属性の時、クリティカルダメージ+{0}%	While equipped to a character with Strike affinity, boosts critical damage by {0}%.	自身属性为打击属性时，暴击伤害+{0}%。	自身屬性為打屬性時，重擊傷害+{0}%。
4990421	打得会心ダメージアップⅢ	Strike Affinity Critical Damage Up III	擅打击暴击伤害提升Ⅲ	擅打重擊傷害上升Ⅲ	得意属性が打属性の時、クリティカルダメージ+{0}%	While equipped to a character with Strike affinity, boosts critical damage by {0}%.	自身属性为打击属性时，暴击伤害+{0}%。	自身屬性為打屬性時，重擊傷害+{0}%。
4990422	打得会心ダメージアップⅢ	Strike Affinity Critical Damage Up III	擅打击暴击伤害提升Ⅲ	擅打重擊傷害上升Ⅲ	得意属性が打属性の時、クリティカルダメージ+{0}%	While equipped to a character with Strike affinity, boosts critical damage by {0}%.	自身属性为打击属性时，暴击伤害+{0}%。	自身屬性為打屬性時，重擊傷害+{0}%。
4990423	打得ブレイクアップⅢ	Strike Affinity Stun Up III	擅打击破防提升Ⅲ	擅打破防上升Ⅲ	得意属性が打属性の時、ブレイクダメージ+{0}%	While equipped to a character with Strike affinity, boosts stun damage by {0}%.	自身属性为打击属性时，破防伤害+{0}%。	自身屬性為打屬性時，破防傷害+{0}%。
4990424	打得ブレイクアップⅢ	Strike Affinity Stun Up III	擅打击破防提升Ⅲ	擅打破防上升Ⅲ	得意属性が打属性の時、ブレイクダメージ+{0}%	While equipped to a character with Strike affinity, boosts stun damage by {0}%.	自身属性为打击属性时，破防伤害+{0}%。	自身屬性為打屬性時，破防傷害+{0}%。
4990425	打得ブレイクアップⅢ	Strike Affinity Stun Up III	擅打击破防提升Ⅲ	擅打破防上升Ⅲ	得意属性が打属性の時、ブレイクダメージ+{0}%	While equipped to a character with Strike affinity, boosts stun damage by {0}%.	自身属性为打击属性时，破防伤害+{0}%。	自身屬性為打屬性時，破防傷害+{0}%。
4990426	打得ブレイクアップⅢ	Strike Affinity Stun Up III	擅打击破防提升Ⅲ	擅打破防上升Ⅲ	得意属性が打属性の時、ブレイクダメージ+{0}%	While equipped to a character with Strike affinity, boosts stun damage by {0}%.	自身属性为打击属性时，破防伤害+{0}%。	自身屬性為打屬性時，破防傷害+{0}%。
4990427	打得ブレイクアップⅢ	Strike Affinity Stun Up III	擅打击破防提升Ⅲ	擅打破防上升Ⅲ	得意属性が打属性の時、ブレイクダメージ+{0}%	While equipped to a character with Strike affinity, boosts stun damage by {0}%.	自身属性为打击属性时，破防伤害+{0}%。	自身屬性為打屬性時，破防傷害+{0}%。
4990428	ダメージアップⅢ	Damage Up III	伤害提升Ⅲ	傷害上升Ⅲ	スキルダメージ+{0}%	Boosts skill damage by {0}%.	技能伤害+{0}%。	技能傷害+{0}%。
4990429	ダメージアップⅢ	Damage Up III	伤害提升Ⅲ	傷害上升Ⅲ	スキルダメージ+{0}%	Boosts skill damage by {0}%.	技能伤害+{0}%。	技能傷害+{0}%。
4990430	ダメージアップⅢ	Damage Up III	伤害提升Ⅲ	傷害上升Ⅲ	スキルダメージ+{0}%	Boosts skill damage by {0}%.	技能伤害+{0}%。	技能傷害+{0}%。
4990431	ダメージアップⅢ	Damage Up III	伤害提升Ⅲ	傷害上升Ⅲ	スキルダメージ+{0}%	Boosts skill damage by {0}%.	技能伤害+{0}%。	技能傷害+{0}%。
4990432	ダメージアップⅢ	Damage Up III	伤害提升Ⅲ	傷害上升Ⅲ	スキルダメージ+{0}%	Boosts skill damage by {0}%.	技能伤害+{0}%。	技能傷害+{0}%。
4990433	術者会心ダメージアップオールⅢ	Supporter Critical Damage Up (All) III	术者全体暴击伤害提升Ⅲ	術士全體重擊傷害上升Ⅲ	自身がサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter, boosts all allies' critical damage by {0}%.	自身为支援者时，我方全体的暴击伤害+{0}%。	自身為支援者時，我方全體的重擊傷害+{0}%。
4990434	術者会心ダメージアップオールⅢ	Supporter Critical Damage Up (All) III	术者全体暴击伤害提升Ⅲ	術士全體重擊傷害上升Ⅲ	自身がサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter, boosts all allies' critical damage by {0}%.	自身为支援者时，我方全体的暴击伤害+{0}%。	自身為支援者時，我方全體的重擊傷害+{0}%。
4990435	術者会心ダメージアップオールⅢ	Supporter Critical Damage Up (All) III	术者全体暴击伤害提升Ⅲ	術士全體重擊傷害上升Ⅲ	自身がサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter, boosts all allies' critical damage by {0}%.	自身为支援者时，我方全体的暴击伤害+{0}%。	自身為支援者時，我方全體的重擊傷害+{0}%。
4990436	術者会心ダメージアップオールⅢ	Supporter Critical Damage Up (All) III	术者全体暴击伤害提升Ⅲ	術士全體重擊傷害上升Ⅲ	自身がサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter, boosts all allies' critical damage by {0}%.	自身为支援者时，我方全体的暴击伤害+{0}%。	自身為支援者時，我方全體的重擊傷害+{0}%。
4990437	術者会心ダメージアップオールⅢ	Supporter Critical Damage Up (All) III	术者全体暴击伤害提升Ⅲ	術士全體重擊傷害上升Ⅲ	自身がサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter, boosts all allies' critical damage by {0}%.	自身为支援者时，我方全体的暴击伤害+{0}%。	自身為支援者時，我方全體的重擊傷害+{0}%。
4990438	アイテムチャージテンポⅡ	Item Charge Tempo II	快速道具充能Ⅱ	快速道具蓄積Ⅱ	バトル開始時、アイテムゲージ回復+{0}%	Restores item gauge by {0}% at the start of battle.	战斗开始时，道具槽恢复+{0}%。	戰鬥開始時，回復道具量表+{0}%。
4990439	アイテムチャージテンポⅡ	Item Charge Tempo II	快速道具充能Ⅱ	快速道具蓄積Ⅱ	バトル開始時、アイテムゲージ回復+{0}%	Restores item gauge by {0}% at the start of battle.	战斗开始时，道具槽恢复+{0}%。	戰鬥開始時，回復道具量表+{0}%。
4990440	アイテムチャージテンポⅡ	Item Charge Tempo II	快速道具充能Ⅱ	快速道具蓄積Ⅱ	バトル開始時、アイテムゲージ回復+{0}%	Restores item gauge by {0}% at the start of battle.	战斗开始时，道具槽恢复+{0}%。	戰鬥開始時，回復道具量表+{0}%。
4990441	アイテムチャージテンポⅡ	Item Charge Tempo II	快速道具充能Ⅱ	快速道具蓄積Ⅱ	バトル開始時、アイテムゲージ回復+{0}%	Restores item gauge by {0}% at the start of battle.	战斗开始时，道具槽恢复+{0}%。	戰鬥開始時，回復道具量表+{0}%。
4990442	アイテムチャージテンポⅡ	Item Charge Tempo II	快速道具充能Ⅱ	快速道具蓄積Ⅱ	バトル開始時、アイテムゲージ回復+{0}%	Restores item gauge by {0}% at the start of battle.	战斗开始时，道具槽恢复+{0}%。	戰鬥開始時，回復道具量表+{0}%。
4990443	風得会心ダメージアップⅢ	Air Affinity Critical Damage Up III	擅风暴击伤害提升Ⅲ	擅風重擊傷害上升Ⅲ	得意属性が風属性の時、クリティカルダメージ+{0}%	While equipped to a character with Air affinity, boosts critical damage by {0}%.	自身属性为风属性时，暴击伤害+{0}%。	自身屬性為風屬性時，重擊傷害+{0}%。
4990444	風得会心ダメージアップⅢ	Air Affinity Critical Damage Up III	擅风暴击伤害提升Ⅲ	擅風重擊傷害上升Ⅲ	得意属性が風属性の時、クリティカルダメージ+{0}%	While equipped to a character with Air affinity, boosts critical damage by {0}%.	自身属性为风属性时，暴击伤害+{0}%。	自身屬性為風屬性時，重擊傷害+{0}%。
4990445	風得会心ダメージアップⅢ	Air Affinity Critical Damage Up III	擅风暴击伤害提升Ⅲ	擅風重擊傷害上升Ⅲ	得意属性が風属性の時、クリティカルダメージ+{0}%	While equipped to a character with Air affinity, boosts critical damage by {0}%.	自身属性为风属性时，暴击伤害+{0}%。	自身屬性為風屬性時，重擊傷害+{0}%。
4990446	風得会心ダメージアップⅢ	Air Affinity Critical Damage Up III	擅风暴击伤害提升Ⅲ	擅風重擊傷害上升Ⅲ	得意属性が風属性の時、クリティカルダメージ+{0}%	While equipped to a character with Air affinity, boosts critical damage by {0}%.	自身属性为风属性时，暴击伤害+{0}%。	自身屬性為風屬性時，重擊傷害+{0}%。
4990447	風得会心ダメージアップⅢ	Air Affinity Critical Damage Up III	擅风暴击伤害提升Ⅲ	擅風重擊傷害上升Ⅲ	得意属性が風属性の時、クリティカルダメージ+{0}%	While equipped to a character with Air affinity, boosts critical damage by {0}%.	自身属性为风属性时，暴击伤害+{0}%。	自身屬性為風屬性時，重擊傷害+{0}%。
4990448	バーストアップオールⅢ	Burst Up (All) III	全体爆发提升Ⅲ	全體爆發提升Ⅲ	味方全員のバーストスキルダメージ+{0}%	Boosts all allies' burst skill damage by {0}%.	我方全体的爆发技能伤害+{0}%。	我方全體爆發技能傷害+{0}%。
4990449	バーストアップオールⅢ	Burst Up (All) III	全体爆发提升Ⅲ	全體爆發提升Ⅲ	味方全員のバーストスキルダメージ+{0}%	Boosts all allies' burst skill damage by {0}%.	我方全体的爆发技能伤害+{0}%。	我方全體爆發技能傷害+{0}%。
4990450	バーストアップオールⅢ	Burst Up (All) III	全体爆发提升Ⅲ	全體爆發提升Ⅲ	味方全員のバーストスキルダメージ+{0}%	Boosts all allies' burst skill damage by {0}%.	我方全体的爆发技能伤害+{0}%。	我方全體爆發技能傷害+{0}%。
4990451	バーストアップオールⅢ	Burst Up (All) III	全体爆发提升Ⅲ	全體爆發提升Ⅲ	味方全員のバーストスキルダメージ+{0}%	Boosts all allies' burst skill damage by {0}%.	我方全体的爆发技能伤害+{0}%。	我方全體爆發技能傷害+{0}%。
4990452	バーストアップオールⅢ	Burst Up (All) III	全体爆发提升Ⅲ	全體爆發提升Ⅲ	味方全員のバーストスキルダメージ+{0}%	Boosts all allies' burst skill damage by {0}%.	我方全体的爆发技能伤害+{0}%。	我方全體爆發技能傷害+{0}%。
4990453	ぷに種ダメージアップⅢ	Puni Damage Up III	噗尼种族伤害提升Ⅲ	噗尼種族傷害上升Ⅲ	攻撃対象がぷに種族の時、スキルダメージ+{0}%	Boosts skill damage by {0}% when attack target is a Puni.	攻击目标为噗尼种族时，技能伤害+{0}%。	攻擊目標為噗尼種族時，技能傷害+{0}%。
4990454	ぷに種ダメージアップⅢ	Puni Damage Up III	噗尼种族伤害提升Ⅲ	噗尼種族傷害上升Ⅲ	攻撃対象がぷに種族の時、スキルダメージ+{0}%	Boosts skill damage by {0}% when attack target is a Puni.	攻击目标为噗尼种族时，技能伤害+{0}%。	攻擊目標為噗尼種族時，技能傷害+{0}%。
4990455	ぷに種ダメージアップⅢ	Puni Damage Up III	噗尼种族伤害提升Ⅲ	噗尼種族傷害上升Ⅲ	攻撃対象がぷに種族の時、スキルダメージ+{0}%	Boosts skill damage by {0}% when attack target is a Puni.	攻击目标为噗尼种族时，技能伤害+{0}%。	攻擊目標為噗尼種族時，技能傷害+{0}%。
4990456	ぷに種ダメージアップⅢ	Puni Damage Up III	噗尼种族伤害提升Ⅲ	噗尼種族傷害上升Ⅲ	攻撃対象がぷに種族の時、スキルダメージ+{0}%	Boosts skill damage by {0}% when attack target is a Puni.	攻击目标为噗尼种族时，技能伤害+{0}%。	攻擊目標為噗尼種族時，技能傷害+{0}%。
4990457	ぷに種ダメージアップⅢ	Puni Damage Up III	噗尼种族伤害提升Ⅲ	噗尼種族傷害上升Ⅲ	攻撃対象がぷに種族の時、スキルダメージ+{0}%	Boosts skill damage by {0}% when attack target is a Puni.	攻击目标为噗尼种族时，技能伤害+{0}%。	攻擊目標為噗尼種族時，技能傷害+{0}%。
4990458	風得ブレイクアップⅢ	Air Affinity Stun Up III	擅风破防提升Ⅲ	擅風破防上升Ⅲ	得意属性が風属性の時、ブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts stun damage by {0}%.	自身属性为风属性时，破防伤害+{0}%。	自身屬性為風屬性時，破防傷害+{0}%。
4990459	風得ブレイクアップⅢ	Air Affinity Stun Up III	擅风破防提升Ⅲ	擅風破防上升Ⅲ	得意属性が風属性の時、ブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts stun damage by {0}%.	自身属性为风属性时，破防伤害+{0}%。	自身屬性為風屬性時，破防傷害+{0}%。
4990460	風得ブレイクアップⅢ	Air Affinity Stun Up III	擅风破防提升Ⅲ	擅風破防上升Ⅲ	得意属性が風属性の時、ブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts stun damage by {0}%.	自身属性为风属性时，破防伤害+{0}%。	自身屬性為風屬性時，破防傷害+{0}%。
4990461	風得ブレイクアップⅢ	Air Affinity Stun Up III	擅风破防提升Ⅲ	擅風破防上升Ⅲ	得意属性が風属性の時、ブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts stun damage by {0}%.	自身属性为风属性时，破防伤害+{0}%。	自身屬性為風屬性時，破防傷害+{0}%。
4990462	風得ブレイクアップⅢ	Air Affinity Stun Up III	擅风破防提升Ⅲ	擅風破防上升Ⅲ	得意属性が風属性の時、ブレイクダメージ+{0}%	While equipped to a character with Air affinity, boosts stun damage by {0}%.	自身属性为风属性时，破防伤害+{0}%。	自身屬性為風屬性時，破防傷害+{0}%。
4990463	術者バーストアップオールⅢ	Supporter Burst Up (All) III	术者全体爆发提升Ⅲ	術士全體爆發提升Ⅲ	自身がサポーターの時、味方全員のバーストスキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' burst skill damage by {0}%.	自身为支援者时，我方全体爆发技能伤害+{0}%。	自身為支援者時，我方全體的爆發技能傷害+{0}%。
4990464	術者バーストアップオールⅢ	Supporter Burst Up (All) III	术者全体爆发提升Ⅲ	術士全體爆發提升Ⅲ	自身がサポーターの時、味方全員のバーストスキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' burst skill damage by {0}%.	自身为支援者时，我方全体爆发技能伤害+{0}%。	自身為支援者時，我方全體的爆發技能傷害+{0}%。
4990465	術者バーストアップオールⅢ	Supporter Burst Up (All) III	术者全体爆发提升Ⅲ	術士全體爆發提升Ⅲ	自身がサポーターの時、味方全員のバーストスキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' burst skill damage by {0}%.	自身为支援者时，我方全体爆发技能伤害+{0}%。	自身為支援者時，我方全體的爆發技能傷害+{0}%。
4990466	術者バーストアップオールⅢ	Supporter Burst Up (All) III	术者全体爆发提升Ⅲ	術士全體爆發提升Ⅲ	自身がサポーターの時、味方全員のバーストスキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' burst skill damage by {0}%.	自身为支援者时，我方全体爆发技能伤害+{0}%。	自身為支援者時，我方全體的爆發技能傷害+{0}%。
4990467	術者バーストアップオールⅢ	Supporter Burst Up (All) III	术者全体爆发提升Ⅲ	術士全體爆發提升Ⅲ	自身がサポーターの時、味方全員のバーストスキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' burst skill damage by {0}%.	自身为支援者时，我方全体爆发技能伤害+{0}%。	自身為支援者時，我方全體的爆發技能傷害+{0}%。
4990468	術者強化パネルアップオールⅢ	Supporter Boost Pan. Up (All) III	术者全体强化面板提升Ⅲ	術士全體強化面板上升Ⅲ	自身がサポーターの時、味方全員の強化系パネルから受ける効果量+{0}%	While equipped to a Supporter, boosts the potency of all allies' effects received from boost-type panels by {0}%.	自身为支援者时，我方全体所受强化类面板效果量+{0}%。	自身為支援者時，我方全體來自強化系面板的效果量+{0}%。
4990469	術者強化パネルアップオールⅢ	Supporter Boost Pan. Up (All) III	术者全体强化面板提升Ⅲ	術士全體強化面板上升Ⅲ	自身がサポーターの時、味方全員の強化系パネルから受ける効果量+{0}%	While equipped to a Supporter, boosts the potency of all allies' effects received from boost-type panels by {0}%.	自身为支援者时，我方全体所受强化类面板效果量+{0}%。	自身為支援者時，我方全體來自強化系面板的效果量+{0}%。
4990470	術者強化パネルアップオールⅢ	Supporter Boost Pan. Up (All) III	术者全体强化面板提升Ⅲ	術士全體強化面板上升Ⅲ	自身がサポーターの時、味方全員の強化系パネルから受ける効果量+{0}%	While equipped to a Supporter, boosts the potency of all allies' effects received from boost-type panels by {0}%.	自身为支援者时，我方全体所受强化类面板效果量+{0}%。	自身為支援者時，我方全體來自強化系面板的效果量+{0}%。
4990471	術者強化パネルアップオールⅢ	Supporter Boost Pan. Up (All) III	术者全体强化面板提升Ⅲ	術士全體強化面板上升Ⅲ	自身がサポーターの時、味方全員の強化系パネルから受ける効果量+{0}%	While equipped to a Supporter, boosts the potency of all allies' effects received from boost-type panels by {0}%.	自身为支援者时，我方全体所受强化类面板效果量+{0}%。	自身為支援者時，我方全體來自強化系面板的效果量+{0}%。
4990472	術者強化パネルアップオールⅢ	Supporter Boost Pan. Up (All) III	术者全体强化面板提升Ⅲ	術士全體強化面板上升Ⅲ	自身がサポーターの時、味方全員の強化系パネルから受ける効果量+{0}%	While equipped to a Supporter, boosts the potency of all allies' effects received from boost-type panels by {0}%.	自身为支援者时，我方全体所受强化类面板效果量+{0}%。	自身為支援者時，我方全體來自強化系面板的效果量+{0}%。
4990473	魔法アタックレジストダウン魔法Ⅲ	Magic Attack Resist Down III	魔法攻击抵抗下降魔法Ⅲ	魔法攻擊抵抗下降Ⅲ	魔法攻撃時、対象に「火氷風雷属性耐性-{0}%」を2回攻撃を受けるまで付与	When using a magic attack, reduces target's Fire, Ice, Air, and Bolt resistances by {0}% for 2 attacks.	魔法攻击时，赋予目标“火冰风雷属性耐性-{0}%”，受到2次攻击后失效。	魔法攻擊時，賦予目標「火冰風雷屬性耐性-{0}%」，直到受2次攻擊為止。
4990474	魔法アタックレジストダウン魔法Ⅲ	Magic Attack Resist Down III	魔法攻击抵抗下降魔法Ⅲ	魔法攻擊抵抗下降Ⅲ	魔法攻撃時、対象に「火氷風雷属性耐性-{0}%」を2回攻撃を受けるまで付与	When using a magic attack, reduces target's Fire, Ice, Air, and Bolt resistances by {0}% for 2 attacks.	魔法攻击时，赋予目标“火冰风雷属性耐性-{0}%”，受到2次攻击后失效。	魔法攻擊時，賦予目標「火冰風雷屬性耐性-{0}%」，直到受2次攻擊為止。
4990475	魔法アタックレジストダウン魔法Ⅲ	Magic Attack Resist Down III	魔法攻击抵抗下降魔法Ⅲ	魔法攻擊抵抗下降Ⅲ	魔法攻撃時、対象に「火氷風雷属性耐性-{0}%」を2回攻撃を受けるまで付与	When using a magic attack, reduces target's Fire, Ice, Air, and Bolt resistances by {0}% for 2 attacks.	魔法攻击时，赋予目标“火冰风雷属性耐性-{0}%”，受到2次攻击后失效。	魔法攻擊時，賦予目標「火冰風雷屬性耐性-{0}%」，直到受2次攻擊為止。
4990476	魔法アタックレジストダウン魔法Ⅲ	Magic Attack Resist Down III	魔法攻击抵抗下降魔法Ⅲ	魔法攻擊抵抗下降Ⅲ	魔法攻撃時、対象に「火氷風雷属性耐性-{0}%」を2回攻撃を受けるまで付与	When using a magic attack, reduces target's Fire, Ice, Air, and Bolt resistances by {0}% for 2 attacks.	魔法攻击时，赋予目标“火冰风雷属性耐性-{0}%”，受到2次攻击后失效。	魔法攻擊時，賦予目標「火冰風雷屬性耐性-{0}%」，直到受2次攻擊為止。
4990477	魔法アタックレジストダウン魔法Ⅲ	Magic Attack Resist Down III	魔法攻击抵抗下降魔法Ⅲ	魔法攻擊抵抗下降Ⅲ	魔法攻撃時、対象に「火氷風雷属性耐性-{0}%」を2回攻撃を受けるまで付与	When using a magic attack, reduces target's Fire, Ice, Air, and Bolt resistances by {0}% for 2 attacks.	魔法攻击时，赋予目标“火冰风雷属性耐性-{0}%”，受到2次攻击后失效。	魔法攻擊時，賦予目標「火冰風雷屬性耐性-{0}%」，直到受2次攻擊為止。
4990478	攻者物理ダメージアップⅢ	Attacker Physical Damage Up III	攻者物理伤害提升Ⅲ	攻者物理傷害上升Ⅲ	自身がアタッカーの時、物理攻撃スキルダメージ+{0}%	While equipped to an Attacker, boosts physical attack skill damage by {0}%.	自身为攻击者时，物理攻击技能伤害+{0}%。	自身為攻擊者時，物理攻擊技能傷害+{0}%。
4990479	攻者物理ダメージアップⅢ	Attacker Physical Damage Up III	攻者物理伤害提升Ⅲ	攻者物理傷害上升Ⅲ	自身がアタッカーの時、物理攻撃スキルダメージ+{0}%	While equipped to an Attacker, boosts physical attack skill damage by {0}%.	自身为攻击者时，物理攻击技能伤害+{0}%。	自身為攻擊者時，物理攻擊技能傷害+{0}%。
4990480	攻者物理ダメージアップⅢ	Attacker Physical Damage Up III	攻者物理伤害提升Ⅲ	攻者物理傷害上升Ⅲ	自身がアタッカーの時、物理攻撃スキルダメージ+{0}%	While equipped to an Attacker, boosts physical attack skill damage by {0}%.	自身为攻击者时，物理攻击技能伤害+{0}%。	自身為攻擊者時，物理攻擊技能傷害+{0}%。
4990481	攻者物理ダメージアップⅢ	Attacker Physical Damage Up III	攻者物理伤害提升Ⅲ	攻者物理傷害上升Ⅲ	自身がアタッカーの時、物理攻撃スキルダメージ+{0}%	While equipped to an Attacker, boosts physical attack skill damage by {0}%.	自身为攻击者时，物理攻击技能伤害+{0}%。	自身為攻擊者時，物理攻擊技能傷害+{0}%。
4990482	攻者物理ダメージアップⅢ	Attacker Physical Damage Up III	攻者物理伤害提升Ⅲ	攻者物理傷害上升Ⅲ	自身がアタッカーの時、物理攻撃スキルダメージ+{0}%	While equipped to an Attacker, boosts physical attack skill damage by {0}%.	自身为攻击者时，物理攻击技能伤害+{0}%。	自身為攻擊者時，物理攻擊技能傷害+{0}%。
4990483	防者ダメージアップオールⅢ	Defender Damage Up (All) III	防者全体伤害提升Ⅲ	防者全體傷害上升Ⅲ	自身がディフェンダーの時、味方全員のスキルダメージ+{0}%	While equipped to a Defender, boosts all allies' skill damage by {0}%.	自身为防御者时，我方全体技能伤害+{0}%。	自身為防禦者時，我方全體的技能傷害+{0}%。
4990484	防者ダメージアップオールⅢ	Defender Damage Up (All) III	防者全体伤害提升Ⅲ	防者全體傷害上升Ⅲ	自身がディフェンダーの時、味方全員のスキルダメージ+{0}%	While equipped to a Defender, boosts all allies' skill damage by {0}%.	自身为防御者时，我方全体技能伤害+{0}%。	自身為防禦者時，我方全體的技能傷害+{0}%。
4990485	防者ダメージアップオールⅢ	Defender Damage Up (All) III	防者全体伤害提升Ⅲ	防者全體傷害上升Ⅲ	自身がディフェンダーの時、味方全員のスキルダメージ+{0}%	While equipped to a Defender, boosts all allies' skill damage by {0}%.	自身为防御者时，我方全体技能伤害+{0}%。	自身為防禦者時，我方全體的技能傷害+{0}%。
4990486	防者ダメージアップオールⅢ	Defender Damage Up (All) III	防者全体伤害提升Ⅲ	防者全體傷害上升Ⅲ	自身がディフェンダーの時、味方全員のスキルダメージ+{0}%	While equipped to a Defender, boosts all allies' skill damage by {0}%.	自身为防御者时，我方全体技能伤害+{0}%。	自身為防禦者時，我方全體的技能傷害+{0}%。
4990487	防者ダメージアップオールⅢ	Defender Damage Up (All) III	防者全体伤害提升Ⅲ	防者全體傷害上升Ⅲ	自身がディフェンダーの時、味方全員のスキルダメージ+{0}%	While equipped to a Defender, boosts all allies' skill damage by {0}%.	自身为防御者时，我方全体技能伤害+{0}%。	自身為防禦者時，我方全體的技能傷害+{0}%。
4990488	攻者強化パネルアップⅢ	Attacker Boost Panel Up III	攻者强化面板提升Ⅲ	攻者強化面板上升Ⅲ	自身がアタッカーの時、強化系パネルから受ける効果量+{0}%	While equipped to an Attacker, boosts the potency of effects received from boost-type panels by {0}%.	自身为攻击者时，所受强化类面板效果量+{0}%。	自身為攻擊者時，來自強化系面板的效果量+{0}%。
4990489	攻者強化パネルアップⅢ	Attacker Boost Panel Up III	攻者强化面板提升Ⅲ	攻者強化面板上升Ⅲ	自身がアタッカーの時、強化系パネルから受ける効果量+{0}%	While equipped to an Attacker, boosts the potency of effects received from boost-type panels by {0}%.	自身为攻击者时，所受强化类面板效果量+{0}%。	自身為攻擊者時，來自強化系面板的效果量+{0}%。
4990490	攻者強化パネルアップⅢ	Attacker Boost Panel Up III	攻者强化面板提升Ⅲ	攻者強化面板上升Ⅲ	自身がアタッカーの時、強化系パネルから受ける効果量+{0}%	While equipped to an Attacker, boosts the potency of effects received from boost-type panels by {0}%.	自身为攻击者时，所受强化类面板效果量+{0}%。	自身為攻擊者時，來自強化系面板的效果量+{0}%。
4990491	攻者強化パネルアップⅢ	Attacker Boost Panel Up III	攻者强化面板提升Ⅲ	攻者強化面板上升Ⅲ	自身がアタッカーの時、強化系パネルから受ける効果量+{0}%	While equipped to an Attacker, boosts the potency of effects received from boost-type panels by {0}%.	自身为攻击者时，所受强化类面板效果量+{0}%。	自身為攻擊者時，來自強化系面板的效果量+{0}%。
4990492	攻者強化パネルアップⅢ	Attacker Boost Panel Up III	攻者强化面板提升Ⅲ	攻者強化面板上升Ⅲ	自身がアタッカーの時、強化系パネルから受ける効果量+{0}%	While equipped to an Attacker, boosts the potency of effects received from boost-type panels by {0}%.	自身为攻击者时，所受强化类面板效果量+{0}%。	自身為攻擊者時，來自強化系面板的效果量+{0}%。
4990493	雷得会心ダメージアップⅢ	Bolt Affinity Critical Damage Up III	擅雷暴击伤害提升Ⅲ	擅雷重擊傷害上升Ⅲ	得意属性が雷属性の時、クリティカルダメージ+{0}%	While equipped to a character with Bolt affinity, boosts critical damage by {0}%.	自身属性为雷属性时，暴击伤害+{0}%。	自身屬性為雷屬性時，重擊傷害+{0}%。
4990494	雷得会心ダメージアップⅢ	Bolt Affinity Critical Damage Up III	擅雷暴击伤害提升Ⅲ	擅雷重擊傷害上升Ⅲ	得意属性が雷属性の時、クリティカルダメージ+{0}%	While equipped to a character with Bolt affinity, boosts critical damage by {0}%.	自身属性为雷属性时，暴击伤害+{0}%。	自身屬性為雷屬性時，重擊傷害+{0}%。
4990495	雷得会心ダメージアップⅢ	Bolt Affinity Critical Damage Up III	擅雷暴击伤害提升Ⅲ	擅雷重擊傷害上升Ⅲ	得意属性が雷属性の時、クリティカルダメージ+{0}%	While equipped to a character with Bolt affinity, boosts critical damage by {0}%.	自身属性为雷属性时，暴击伤害+{0}%。	自身屬性為雷屬性時，重擊傷害+{0}%。
4990496	雷得会心ダメージアップⅢ	Bolt Affinity Critical Damage Up III	擅雷暴击伤害提升Ⅲ	擅雷重擊傷害上升Ⅲ	得意属性が雷属性の時、クリティカルダメージ+{0}%	While equipped to a character with Bolt affinity, boosts critical damage by {0}%.	自身属性为雷属性时，暴击伤害+{0}%。	自身屬性為雷屬性時，重擊傷害+{0}%。
4990497	雷得会心ダメージアップⅢ	Bolt Affinity Critical Damage Up III	擅雷暴击伤害提升Ⅲ	擅雷重擊傷害上升Ⅲ	得意属性が雷属性の時、クリティカルダメージ+{0}%	While equipped to a character with Bolt affinity, boosts critical damage by {0}%.	自身属性为雷属性时，暴击伤害+{0}%。	自身屬性為雷屬性時，重擊傷害+{0}%。
