id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
529	ブリーズドレス	Breeze Dress	微风礼服	微風禮服	得意属性が風属性かつディフェンダーの時、バトル開始時、自身に「ターン開始時、HP回復+{0}%」を5回行動開始するまで付与	While equipped to a Defender with Air affinity, at the start of battle, restores own HP at the start of the turn by {0}% for 5 turns.	自身属性为风属性且身为防御者时，战斗开始时，赋予自身“回合开始时，恢复HP+{0}%”，回合开始5次后失效。	自身屬性為風屬性並為防禦者時，戰鬥開始時，賦予自身「回合開始時，HP回復+{0}%」，直到行動開始5次為止。
530	シルバージャケット	Silver Jacket	白银夹克	銀夾克	得意属性が斬属性かつサポーターの時、スキル発動後、味方全員に「クリティカルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter with Slash affinity, after using a skill, boosts all allies' critical damage by {0}% for 1 turn.	自身属性为斩击属性且身为支援者时，技能发动后，赋予我方全体“暴击伤害+{0}%”，1次行动结束后失效。	自身屬性為斬屬性並為支援者時，發動技能後，賦予我方全體「重擊傷害+{0}%」，直到行動結束1次為止。
531	シルバージャケット	Silver Jacket	白银夹克	銀夾克	得意属性が斬属性かつサポーターの時、スキル発動後、味方全員に「クリティカルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter with Slash affinity, after using a skill, boosts all allies' critical damage by {0}% for 1 turn.	自身属性为斩击属性且身为支援者时，技能发动后，赋予我方全体“暴击伤害+{0}%”，1次行动结束后失效。	自身屬性為斬屬性並為支援者時，發動技能後，賦予我方全體「重擊傷害+{0}%」，直到行動結束1次為止。
532	物霊のイヤリング	Spirit Earrings	物灵耳坠	物靈耳環	得意属性が突属性かつブレイカーの時、味方全員の物理攻撃スキルダメージ+{0}%	While equipped to a Breaker with Stab affinity, boosts all allies' physical attack skill damage by {0}%.	自身属性为突刺属性且身为破坏者时，我方全体的物理攻击技能伤害+{0}%。	自身屬性為突屬性並為破壞者時，我方全體的物理攻擊技能傷害+{0}%。
533	物霊のイヤリング	Spirit Earrings	物灵耳坠	物靈耳環	得意属性が突属性かつブレイカーの時、味方全員の物理攻撃スキルダメージ+{0}%	While equipped to a Breaker with Stab affinity, boosts all allies' physical attack skill damage by {0}%.	自身属性为突刺属性且身为破坏者时，我方全体的物理攻击技能伤害+{0}%。	自身屬性為突屬性並為破壞者時，我方全體的物理攻擊技能傷害+{0}%。
534	強靱はちまき	Resilient Headband	强韧头巾	強韌頭巾	得意属性が風属性かつディフェンダーの時、味方全員の魔法攻撃スキルダメージ+{0}%	While equipped to a Defender with Air affinity, boosts all allies' magic attack skill damage by {0}%.	自身属性为风属性且身为防御者时，我方全体的魔法攻击技能伤害+{0}%。	自身屬性為風屬性並為防禦者時，我方全體的魔法攻擊技能傷害+{0}%。
535	強靱はちまき	Resilient Headband	强韧头巾	強韌頭巾	得意属性が風属性かつディフェンダーの時、味方全員の魔法攻撃スキルダメージ+{0}%	While equipped to a Defender with Air affinity, boosts all allies' magic attack skill damage by {0}%.	自身属性为风属性且身为防御者时，我方全体的魔法攻击技能伤害+{0}%。	自身屬性為風屬性並為防禦者時，我方全體的魔法攻擊技能傷害+{0}%。
536	赤ぷに型チャーム	Red Puni Charm	红噗尼挂饰	紅噗尼掛飾	得意属性が斬属性かつサポーターの時、受けるダメージ-{0}%	While equipped to a Supporter with Slash affinity, reduces damage received by {0}%.	自身属性为斩击属性且身为支援者时，所受伤害-{0}%。	自身屬性為斬屬性並為支援者時，所受傷害-{0}%。
537	赤ぷに型チャーム	Red Puni Charm	红噗尼挂饰	紅噗尼掛飾	得意属性が斬属性かつサポーターの時、受けるダメージ-{0}%	While equipped to a Supporter with Slash affinity, reduces damage received by {0}%.	自身属性为斩击属性且身为支援者时，所受伤害-{0}%。	自身屬性為斬屬性並為支援者時，所受傷害-{0}%。
538	ウィズダムハート	Heart of Wisdom	智慧之心	智慧之心	得意属性が氷属性かつサポーターの時、味方全員のスキルダメージ+{0}%	While equipped to a Supporter with Ice affinity, boosts all allies' skill damage by {0}%.	自身属性为冰属性且身为支援者时，我方全体技能伤害+{0}%。	自身屬性為冰屬性並為支援者時，我方全體的技能傷害+{0}%。
539	ウィズダムハート	Heart of Wisdom	智慧之心	智慧之心	得意属性が氷属性かつサポーターの時、味方全員のスキルダメージ+{0}%	While equipped to a Supporter with Ice affinity, boosts all allies' skill damage by {0}%.	自身属性为冰属性且身为支援者时，我方全体技能伤害+{0}%。	自身屬性為冰屬性並為支援者時，我方全體的技能傷害+{0}%。
540	フリッシュコート	Frisch Coat	冰潮大衣	清新外套	得意属性が氷属性かつサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter with Ice affinity, boosts all allies' critical damage by {0}%.	自身属性为冰属性且身为支援者时，我方全体暴击伤害+{0}%。	自身屬性為冰屬性並為支援者時，我方全體的重擊傷害+{0}%。
541	フリッシュコート	Frisch Coat	冰潮大衣	清新外套	得意属性が氷属性かつサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter with Ice affinity, boosts all allies' critical damage by {0}%.	自身属性为冰属性且身为支援者时，我方全体暴击伤害+{0}%。	自身屬性為冰屬性並為支援者時，我方全體的重擊傷害+{0}%。
542	フリーズチャーム	Freeze Charm	冰冻挂饰	冰結飾品	得意属性が氷属性かつサポーターの時、味方全員の受けるダメージ-{0}%	While equipped to a Supporter with Ice affinity, reduces all allies' damage received by {0}%.	自身属性为冰属性且身为支援者时，我方全体所受伤害-{0}%。	自身屬性為冰屬性並為支援者時，我方全體的所受傷害-{0}%。
543	フリーズチャーム	Freeze Charm	冰冻挂饰	冰結飾品	得意属性が氷属性かつサポーターの時、味方全員の受けるダメージ-{0}%	While equipped to a Supporter with Ice affinity, reduces all allies' damage received by {0}%.	自身属性为冰属性且身为支援者时，我方全体所受伤害-{0}%。	自身屬性為冰屬性並為支援者時，我方全體的所受傷害-{0}%。
544	ビギンスリング	Beginner's Sling	初发弹弓	初始彈弓	得意属性が打属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージ+{0}%	While equipped to a Breaker with Strike affinity, boosts stun damage by {0}% when attacking a weakness.	自身属性为打击属性且身为破坏者时，发动WEAK攻击时，破防伤害+{0}%。	自身屬性為打屬性並為破壞者時，WEAK攻擊時，破防傷害+{0}%。
545	ビギンスリング	Beginner's Sling	初发弹弓	初始彈弓	得意属性が打属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージ+{0}%	While equipped to a Breaker with Strike affinity, boosts stun damage by {0}% when attacking a weakness.	自身属性为打击属性且身为破坏者时，发动WEAK攻击时，破防伤害+{0}%。	自身屬性為打屬性並為破壞者時，WEAK攻擊時，破防傷害+{0}%。
546	レゾヌマント	Raisonnement	推理风衣	理智披風	攻撃対象がブレイク時、対象に「打属性耐性-{0}%」を2回攻撃を受けるまで付与	When attack target is stunned, reduces target's Strike resistance by {0}% for 2 attacks.	攻击目标破防时，赋予目标“打击属性耐性-{0}%”，受到2次攻击后失效。	攻擊目標破防時，賦予目標「打屬性耐性-{0}%」，直到受2次攻擊為止。
547	レゾヌマント	Raisonnement	推理风衣	理智披風	攻撃対象がブレイク時、対象に「打属性耐性-{0}%」を2回攻撃を受けるまで付与	When attack target is stunned, reduces target's Strike resistance by {0}% for 2 attacks.	攻击目标破防时，赋予目标“打击属性耐性-{0}%”，受到2次攻击后失效。	攻擊目標破防時，賦予目標「打屬性耐性-{0}%」，直到受2次攻擊為止。
548	霊獣のシッポ	Spirit Beast's Tail	灵兽的尾巴	靈獸尾巴	得意属性が打属性の時、攻撃対象がブレイク時、物攻が最も高い味方1人に「スキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a character with Strike affinity, when attack target is stunned, boosts skill damage of the ally with the highest P. ATK by {0}% for 1 turn.	自身属性为打击属性且攻击目标破防时，赋予物攻最高的1名我方“技能伤害+{0}%”，1次行动结束后失效。	自身屬性為打屬性且攻擊目標破防時，賦予我方物攻最高的1人「技能傷害+{0}%」，直到行動結束1次為止。
549	霊獣のシッポ	Spirit Beast's Tail	灵兽的尾巴	靈獸尾巴	得意属性が打属性の時、攻撃対象がブレイク時、物攻が最も高い味方1人に「スキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a character with Strike affinity, when attack target is stunned, boosts skill damage of the ally with the highest P. ATK by {0}% for 1 turn.	自身属性为打击属性且攻击目标破防时，赋予物攻最高的1名我方“技能伤害+{0}%”，1次行动结束后失效。	自身屬性為打屬性且攻擊目標破防時，賦予我方物攻最高的1人「技能傷害+{0}%」，直到行動結束1次為止。
550	ファウンダーブーメラン	Founder's Boomerang	创始飞镖	崩壞迴旋鏢	得意属性が打属性かつサポーターの時、スキル発動後、味方全員に「物攻+{0}%」を1回行動終了するまで付与	While equipped to a Supporter with Strike affinity, after using a skill, boosts all allies' P. ATK by {0}% for 1 turn.	自身属性为打击属性且身为支援者时，技能发动后，赋予我方全体“物攻+{0}%”，1次行动结束后失效。	自身屬性為打屬性並為支援者時，技能發動後，賦予我方全體「物攻+{0}%」，直到行動結束1次為止。
551	ファウンダーブーメラン	Founder's Boomerang	创始飞镖	崩壞迴旋鏢	得意属性が打属性かつサポーターの時、スキル発動後、味方全員に「物攻+{0}%」を1回行動終了するまで付与	While equipped to a Supporter with Strike affinity, after using a skill, boosts all allies' P. ATK by {0}% for 1 turn.	自身属性为打击属性且身为支援者时，技能发动后，赋予我方全体“物攻+{0}%”，1次行动结束后失效。	自身屬性為打屬性並為支援者時，技能發動後，賦予我方全體「物攻+{0}%」，直到行動結束1次為止。
552	ソフトローブ	Soft Robe	柔软长袍	柔軟外袍	得意属性が打属性かつサポーターの時、受けるダメージ-{0}%	While equipped to a Supporter with Strike affinity, reduces damage received by {0}%.	自身属性为打击属性且身为支援者时，所受伤害-{0}%。	自身屬性為打屬性並為支援者時，所受傷害-{0}%。
553	ソフトローブ	Soft Robe	柔软长袍	柔軟外袍	得意属性が打属性かつサポーターの時、受けるダメージ-{0}%	While equipped to a Supporter with Strike affinity, reduces damage received by {0}%.	自身属性为打击属性且身为支援者时，所受伤害-{0}%。	自身屬性為打屬性並為支援者時，所受傷害-{0}%。
554	花ぷに型チャーム	Flower Puni Charm	花噗尼挂饰	花噗尼掛飾	得意属性が打属性かつサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter with Strike affinity, boosts all allies' critical damage by {0}%.	自身属性为打击属性且身为支援者时，我方全体暴击伤害+{0}%。	自身屬性為打屬性並為支援者時，我方全體的重擊傷害+{0}%。
555	花ぷに型チャーム	Flower Puni Charm	花噗尼挂饰	花噗尼掛飾	得意属性が打属性かつサポーターの時、味方全員のクリティカルダメージ+{0}%	While equipped to a Supporter with Strike affinity, boosts all allies' critical damage by {0}%.	自身属性为打击属性且身为支援者时，我方全体暴击伤害+{0}%。	自身屬性為打屬性並為支援者時，我方全體的重擊傷害+{0}%。
556	鷹の目の弓	Hawkeye Bow	鹰眼之弓	鷹眼之弓	得意属性が突属性かつアタッカーの時、自身のHPに応じ、スキルダメージ+2〜20%(HP10〜100%で多いほど増加)	While equipped to an Attacker with Stab affinity, boosts skill damage by 2–20%, depending on own HP. (Higher boost for higher HP, range: 10–100% HP)	自身属性为突刺属性且身为攻击者时，根据自身HP，技能伤害+2～20%（HP10～100%，HP越多伤害增加越多）。	自身屬性為突屬性並為攻擊者時，依據自身的HP，技能傷害+2～20%（HP10～100%間HP越高傷害越高）。
557	鷹の目の弓	Hawkeye Bow	鹰眼之弓	鷹眼之弓	得意属性が突属性かつアタッカーの時、自身のHPに応じ、スキルダメージ+1〜10%(HP10〜100%で多いほど増加)	While equipped to an Attacker with Stab affinity, boosts skill damage by 1–10%, depending on own HP. (Higher boost for higher HP, range: 10–100% HP)	自身属性为突刺属性且身为攻击者时，根据自身HP，技能伤害+1～10%（HP10～100%，HP越多伤害增加越多）。	自身屬性為突屬性並為攻擊者時，依據自身的HP，技能傷害+1～10%（HP10～100%間HP越高傷害越高）。
558	ゴッデスメイル	Goddess Mail	女神铠甲	女神戰甲	得意属性が突属性かつアタッカーの時、パーティの誰かが戦闘アイテム使用後、自身に「スキルダメージ+{0}%」を1回行動終了するまで付与<br>※アイテムを複数同時に使用しても発動は1回	While equipped to an Attacker with Stab affinity, after a party member uses a battle item, boosts own skill damage by {0}% for 1 turn.<br>Note: Even when using multiple items at the same time, this effect will only activate once.	自身属性为突刺属性且身为攻击者时，队伍中有人使用战斗道具后，赋予自身“技能伤害+{0}%”，1次行动结束后失效。<br>※即使同时使用多个道具，此效果也只发动1次。	自身屬性為突屬性並為攻擊者時，隊伍任意成員使用戰鬥道具後，賦予自身「技能傷害+{0}%」，直到行動結束1次為止。<br>※即使同時使用多個道具也只會發動1次。
559	ゴッデスメイル	Goddess Mail	女神铠甲	女神戰甲	得意属性が突属性かつアタッカーの時、パーティの誰かが戦闘アイテム使用後、自身に「スキルダメージ+{0}%」を1回行動終了するまで付与<br>※アイテムを複数同時に使用しても発動は1回	While equipped to an Attacker with Stab affinity, after a party member uses a battle item, boosts own skill damage by {0}% for 1 turn.<br>Note: Even when using multiple items at the same time, this effect will only activate once.	自身属性为突刺属性且身为攻击者时，队伍中有人使用战斗道具后，赋予自身“技能伤害+{0}%”，1次行动结束后失效。<br>※即使同时使用多个道具，此效果也只发动1次。	自身屬性為突屬性並為攻擊者時，隊伍任意成員使用戰鬥道具後，賦予自身「技能傷害+{0}%」，直到行動結束1次為止。<br>※即使同時使用多個道具也只會發動1次。
560	深緑の羽飾り	Feather Ornament	深绿色羽毛头饰	深綠羽毛飾品	得意属性が突属性かつアタッカーの時、単体攻撃のスキルダメージ+{0}%	While equipped to an Attacker with Stab affinity, boosts single-target attack skill damage by {0}%.	自身属性为突刺属性且身为攻击者时，单体攻击的技能伤害+{0}%。	自身屬性為突屬性並為攻擊者時，單體攻擊的技能傷害+{0}%。
561	深緑の羽飾り	Feather Ornament	深绿色羽毛头饰	深綠羽毛飾品	得意属性が突属性かつアタッカーの時、単体攻撃のスキルダメージ+{0}%	While equipped to an Attacker with Stab affinity, boosts single-target attack skill damage by {0}%.	自身属性为突刺属性且身为攻击者时，单体攻击的技能伤害+{0}%。	自身屬性為突屬性並為攻擊者時，單體攻擊的技能傷害+{0}%。
562	勇士の杖	Champion's Staff	勇士之杖	勇士之杖	自身がアタッカーの時、スキルダメージ+{0}%	While equipped to an Attacker, boosts skill damage by {0}%.	自身为攻击者时，技能伤害+{0}%。	自身為攻擊者時，技能傷害+{0}%。
563	勇士の杖	Champion's Staff	勇士之杖	勇士之杖	自身がアタッカーの時、スキルダメージ+{0}%	While equipped to an Attacker, boosts skill damage by {0}%.	自身为攻击者时，技能伤害+{0}%。	自身為攻擊者時，技能傷害+{0}%。
564	勇士の衣	Champion's Attire	勇士之服	勇士之服	自身がブレイカーの時、ブレイクダメージ+{0}%	While equipped to a Breaker, boosts stun damage by {0}%.	自身为破坏者时，破防伤害+{0}%。	自身為破壞者時，破防傷害+{0}%。
565	勇士の衣	Champion's Attire	勇士之服	勇士之服	自身がブレイカーの時、ブレイクダメージ+{0}%	While equipped to a Breaker, boosts stun damage by {0}%.	自身为破坏者时，破防伤害+{0}%。	自身為破壞者時，破防傷害+{0}%。
566	勇士の証	Champion's Mark	勇士之证	勇士之證	自身がディフェンダーの時、受けるダメージ-{0}%	While equipped to a Defender, reduces damage received by {0}%.	自身为防御者时，所受伤害-{0}%。	自身為防禦者時，所受傷害-{0}%。
567	勇士の証	Champion's Mark	勇士之证	勇士之證	自身がディフェンダーの時、受けるダメージ-{0}%	While equipped to a Defender, reduces damage received by {0}%.	自身为防御者时，所受伤害-{0}%。	自身為防禦者時，所受傷害-{0}%。
568	不屈新入生の杖	Resilient New Students' Staff	不屈新生之杖	不屈新生之杖	得意属性が風属性の時、強化系パネル獲得時、自身に「クリティカルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a character with Air affinity, when using boost-type panels, boosts own critical damage by {0}% for 1 turn.	自身属性为风属性时，获得强化类面板时，赋予自身“暴击伤害+{0}%”，1次行动结束后失效。	自身屬性為風屬性時，獲得強化系面板時，賦予自身「重擊傷害+{0}%」，直到行動結束1次為止。
569	不屈新入生の杖	Resilient New Students' Staff	不屈新生之杖	不屈新生之杖	得意属性が風属性の時、強化系パネル獲得時、自身に「クリティカルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a character with Air affinity, when using boost-type panels, boosts own critical damage by {0}% for 1 turn.	自身属性为风属性时，获得强化类面板时，赋予自身“暴击伤害+{0}%”，1次行动结束后失效。	自身屬性為風屬性時，獲得強化系面板時，賦予自身「重擊傷害+{0}%」，直到行動結束1次為止。
570	不屈新入生の制服	Resilient New Students' Uniform	不屈新生校服	不屈新生制服	得意属性が風属性かつアタッカーの時、全体攻撃のスキルダメージ+{0}%	While equipped to an Attacker with Air affinity, boosts skill damage of attacks that target all enemies by {0}%.	自身属性为风属性且身为攻击者时，全体攻击的技能伤害+{0}%。	自身屬性為風屬性並為攻擊者時，全體攻擊的技能傷害+{0}%。
571	不屈新入生の制服	Resilient New Students' Uniform	不屈新生校服	不屈新生制服	得意属性が風属性かつアタッカーの時、全体攻撃のスキルダメージ+{0}%	While equipped to an Attacker with Air affinity, boosts skill damage of attacks that target all enemies by {0}%.	自身属性为风属性且身为攻击者时，全体攻击的技能伤害+{0}%。	自身屬性為風屬性並為攻擊者時，全體攻擊的技能傷害+{0}%。
572	不屈新入生のシュシュ	Resilient New Students' Scrunchie	不屈新生发圈	不屈新生髮圈	得意属性が風属性の時、強化系パネル獲得時、自身のHPを{0}%回復	While equipped to a character with Air affinity, when using boost-type panels, restores own HP by {0}%.	自身属性为风属性时，获得强化类面板时，自身HP恢复{0}%。	自身屬性為風屬性時，獲得強化系面板時，回復自身HP{0}%。
573	不屈新入生のシュシュ	Resilient New Students' Scrunchie	不屈新生发圈	不屈新生髮圈	得意属性が風属性の時、強化系パネル獲得時、自身のHPを{0}%回復	While equipped to a character with Air affinity, when using boost-type panels, restores own HP by {0}%.	自身属性为风属性时，获得强化类面板时，自身HP恢复{0}%。	自身屬性為風屬性時，獲得強化系面板時，回復自身HP{0}%。
574	番長のメリケンサック	Boss's Knuckleduster	大姐头的拳刺	老大的指虎	得意属性が突属性かつサポーターの時、与えるHP回復量+{0}%	While equipped to a Supporter with Stab affinity, boosts HP recovery given by {0}%.	自身属性为突刺属性且身为支援者时，给予的HP恢复量+{0}%。	自身屬性為突屬性並為支援者時，賦予的HP回復量+{0}%。
575	番長のメリケンサック	Boss's Knuckleduster	大姐头的拳刺	老大的指虎	得意属性が突属性かつサポーターの時、与えるHP回復量+{0}%	While equipped to a Supporter with Stab affinity, boosts HP recovery given by {0}%.	自身属性为突刺属性且身为支援者时，给予的HP恢复量+{0}%。	自身屬性為突屬性並為支援者時，賦予的HP回復量+{0}%。
576	番長の制服	Boss's Uniform	大姐头校服	老大的制服	得意属性が突属性の時、強化系パネル獲得時、自身に「受けるダメージ-{0}%」を1回攻撃を受けるまで付与	While equipped to a character with Stab affinity, when using boost-type panels, reduces own damage received by {0}% for 1 attack.	自身属性为突刺属性时，获得强化类面板时，赋予自身“所受伤害-{0}%”，受到1次攻击后失效。	自身屬性為突屬性時，獲得強化系面板時，賦予自身「所受傷害-{0}%」，直到受1次攻擊為止。
577	番長の制服	Boss's Uniform	大姐头校服	老大的制服	得意属性が突属性の時、強化系パネル獲得時、自身に「受けるダメージ-{0}%」を1回攻撃を受けるまで付与	While equipped to a character with Stab affinity, when using boost-type panels, reduces own damage received by {0}% for 1 attack.	自身属性为突刺属性时，获得强化类面板时，赋予自身“所受伤害-{0}%”，受到1次攻击后失效。	自身屬性為突屬性時，獲得強化系面板時，賦予自身「所受傷害-{0}%」，直到受1次攻擊為止。
578	番長のマスク	Boss's Mask	大姐头口罩	老大的面具	得意属性が突属性かつサポーターの時、スキル発動後、味方全員に「自身のHPが70%以上の時、スキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter with Stab affinity, after using a skill, boosts all allies' skill damage by {0}% when own HP is 70% or higher for 1 turn.	自身属性为突刺属性且身为支援者时，技能发动后，赋予我方全体“自身HP不低于70%时，技能伤害+{0}%”，1次行动结束后失效。	自身屬性為突屬性並為支援者時，技能發動後，賦予我方全體「自身的HP在70%以上時，技能傷害+{0}%」，直到行動結束1次為止。
579	番長のマスク	Boss's Mask	大姐头口罩	老大的面具	得意属性が突属性かつサポーターの時、スキル発動後、味方全員に「自身のHPが70%以上の時、スキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter with Stab affinity, after using a skill, boosts all allies' skill damage by {0}% when own HP is 70% or higher for 1 turn.	自身属性为突刺属性且身为支援者时，技能发动后，赋予我方全体“自身HP不低于70%时，技能伤害+{0}%”，1次行动结束后失效。	自身屬性為突屬性並為支援者時，技能發動後，賦予我方全體「自身的HP在70%以上時，技能傷害+{0}%」，直到行動結束1次為止。
580	奮励努力の竹刀	Bamboo Sword of Endeavor	奋勇拼搏竹刀	勤奮努力的竹刀	奮励努力の防具と奮励努力のスパイクを装備している時、プラスパネルから受ける効果量+{0}%	While Armor of Endeavor and Spiked Shoes of Endeavor are equipped, boosts the effects received from positive panels by {0}%.	装备奋勇拼搏防具与奋勇拼搏钉鞋时，受到的正面面板效果量+{0}%。	裝備勤奮努力的防具與勤奮努力的釘鞋時，來自加強面板的效果量+{0}%。
581	奮励努力の竹刀	Bamboo Sword of Endeavor	奋勇拼搏竹刀	勤奮努力的竹刀	奮励努力の防具と奮励努力のスパイクを装備している時、プラスパネルから受ける効果量+{0}%	While Armor of Endeavor and Spiked Shoes of Endeavor are equipped, boosts the effects received from positive panels by {0}%.	装备奋勇拼搏防具与奋勇拼搏钉鞋时，受到的正面面板效果量+{0}%。	裝備勤奮努力的防具與勤奮努力的釘鞋時，來自加強面板的效果量+{0}%。
582	奮励努力の防具	Armor of Endeavor	奋勇拼搏防具	勤奮努力的防具	追加効果なし	No additional effects.	无额外效果。	無追加效果。
583	奮励努力の防具	Armor of Endeavor	奋勇拼搏防具	勤奮努力的防具	追加効果なし	No additional effects.	无额外效果。	無追加效果。
584	奮励努力のスパイク	Spiked Shoes of Endeavor	奋勇拼搏钉鞋	勤奮努力的釘鞋	追加効果なし	No additional effects.	无额外效果。	無追加效果。
585	奮励努力のスパイク	Spiked Shoes of Endeavor	奋勇拼搏钉鞋	勤奮努力的釘鞋	追加効果なし	No additional effects.	无额外效果。	無追加效果。
586	令嬢の槍	Young Lady's Spear	千金长枪	千金之槍	得意属性が突属性かつディフェンダーの時、スキル発動後、味方全員に「受けるダメージ-{0}%」を1回攻撃を受けるまで付与	While equipped to a Defender with Stab affinity, after using a skill, reduces all allies' damage received by {0}% for 1 attack.	自身属性为突刺属性且身为防御者时，技能发动后，赋予我方全体“所受伤害-{0}%”，受到1次攻击后失效。	自身屬性為突屬性並為防禦者時，發動技能後，賦予我方全體「所受傷害-{0}%」，直到受1次攻擊為止。
587	令嬢の槍	Young Lady's Spear	千金长枪	千金之槍	得意属性が突属性かつディフェンダーの時、スキル発動後、味方全員に「受けるダメージ-{0}%」を1回攻撃を受けるまで付与	While equipped to a Defender with Stab affinity, after using a skill, reduces all allies' damage received by {0}% for 1 attack.	自身属性为突刺属性且身为防御者时，技能发动后，赋予我方全体“所受伤害-{0}%”，受到1次攻击后失效。	自身屬性為突屬性並為防禦者時，發動技能後，賦予我方全體「所受傷害-{0}%」，直到受1次攻擊為止。
588	令嬢の制服	Young Lady's Uniform	千金校服	千金的制服	得意属性が突属性かつディフェンダーの時、受けるHP回復量+{0}%	While equipped to a Defender with Stab affinity, boosts HP recovery received by {0}%.	自身属性为突刺属性且身为防御者时，所受HP恢复量+{0}%。	自身屬性為突屬性並為防禦者時，所受HP回復量+{0}%。
589	令嬢の制服	Young Lady's Uniform	千金校服	千金的制服	得意属性が突属性かつディフェンダーの時、受けるHP回復量+{0}%	While equipped to a Defender with Stab affinity, boosts HP recovery received by {0}%.	自身属性为突刺属性且身为防御者时，所受HP恢复量+{0}%。	自身屬性為突屬性並為防禦者時，所受HP回復量+{0}%。
590	令嬢のソックス	Young Lady's Socks	千金袜子	千金的襪子	得意属性が突属性かつディフェンダーの時、単体攻撃のスキルダメージ+{0}%	While equipped to a Defender with Stab affinity, boosts single-target attack skill damage by {0}%.	自身属性为突刺属性且身为防御者时，单体攻击的技能伤害+{0}%。	自身屬性為突屬性並為防禦者時，單體攻擊的技能傷害+{0}%
591	令嬢のソックス	Young Lady's Socks	千金袜子	千金的襪子	得意属性が突属性かつディフェンダーの時、単体攻撃のスキルダメージ+{0}%	While equipped to a Defender with Stab affinity, boosts single-target attack skill damage by {0}%.	自身属性为突刺属性且身为防御者时，单体攻击的技能伤害+{0}%。	自身屬性為突屬性並為防禦者時，單體攻擊的技能傷害+{0}%
592	ギャルの杖	Gyaru Staff	辣妹之杖	辣妹之杖	得意属性が風属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージ+{0}%	While equipped to a Breaker with Air affinity, boosts stun damage by {0}% when attacking a weakness.	自身属性为风属性且身为破坏者时，发动WEAK攻击时，破防伤害+{0}%。	自身屬性為風屬性並為破壞者時，WEAK攻擊時，破防傷害+{0}%。
593	ギャルの杖	Gyaru Staff	辣妹之杖	辣妹之杖	得意属性が風属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージ+{0}%	While equipped to a Breaker with Air affinity, boosts stun damage by {0}% when attacking a weakness.	自身属性为风属性且身为破坏者时，发动WEAK攻击时，破防伤害+{0}%。	自身屬性為風屬性並為破壞者時，WEAK攻擊時，破防傷害+{0}%。
594	ギャルの制服	Gyaru Uniform	辣妹校服	辣妹的制服	得意属性が風属性かつブレイカーの時、与えるマイナス効果量+{0}%	While equipped to a Breaker with Air affinity, boosts potency of inflicted negative effects by {0}%.	自身属性为风属性且身为破坏者时，给予的负面效果量+{0}%。	自身屬性為風屬性並為破壞者時，賦予的減弱效果量+{0}%。
595	ギャルの制服	Gyaru Uniform	辣妹校服	辣妹的制服	得意属性が風属性かつブレイカーの時、与えるマイナス効果量+{0}%	While equipped to a Breaker with Air affinity, boosts potency of inflicted negative effects by {0}%.	自身属性为风属性且身为破坏者时，给予的负面效果量+{0}%。	自身屬性為風屬性並為破壞者時，賦予的減弱效果量+{0}%。
596	ギャルのバングル	Gyaru Bangle	辣妹手镯	辣妹的手環	得意属性が風属性かつ攻撃対象がブレイク時、対象に「受けるダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Air affinity, when attack target is stunned, boosts target's damage received by {0}% for 2 attacks.	自身属性为风属性且攻击目标破防时，赋予目标“所受伤害+{0}%”，受到2次攻击后失效。	自身屬性為風屬性且攻擊目標破防時，賦予目標「所受傷害+{0}%」，直到受2次攻擊為止。
597	ギャルのバングル	Gyaru Bangle	辣妹手镯	辣妹的手環	得意属性が風属性かつ攻撃対象がブレイク時、対象に「受けるダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Air affinity, when attack target is stunned, boosts target's damage received by {0}% for 2 attacks.	自身属性为风属性且攻击目标破防时，赋予目标“所受伤害+{0}%”，受到2次攻击后失效。	自身屬性為風屬性且攻擊目標破防時，賦予目標「所受傷害+{0}%」，直到受2次攻擊為止。
